,Total energy consumption (Billion Btu),State
1960  ,61433,Alaska
1961  ,72173,Alaska
1962  ,78812,Alaska
1963  ,80788,Alaska
1964  ,85067,Alaska
1965  ,87782,Alaska
1966  ,102696,Alaska
1967  ,115172,Alaska
1968  ,122533,Alaska
1969  ,156631,Alaska
1970  ,182039,Alaska
1971  ,200962,Alaska
1972  ,214377,Alaska
1973  ,196965,Alaska
1974  ,201488,Alaska
1975  ,232172,Alaska
1976  ,254649,Alaska
1977  ,293489,Alaska
1978  ,324010,Alaska
1979  ,299774,Alaska
1980  ,295745,Alaska
1981  ,279661,Alaska
1982  ,409057,Alaska
1983  ,437627,Alaska
1984  ,482889,Alaska
1985  ,474429,Alaska
1986  ,504252,Alaska
1987  ,499211,Alaska
1988  ,521398,Alaska
1989  ,576192,Alaska
1990  ,584082,Alaska
1991  ,602660,Alaska
1992  ,627237,Alaska
1993  ,623613,Alaska
1994  ,623042,Alaska
1995  ,704062,Alaska
1996  ,718749,Alaska
1997  ,708741,Alaska
1998  ,723206,Alaska
1999  ,725331,Alaska
2000  ,742061,Alaska
2001  ,735738,Alaska
2002  ,732897,Alaska
2003  ,733462,Alaska
2004  ,775000,Alaska
2005  ,797659,Alaska
2006  ,746273,Alaska
2007  ,722978,Alaska
2008  ,650286,Alaska
2009  ,639557,Alaska
2010  ,655575,Alaska
2011  ,655820,Alaska
2012  ,651177,Alaska
2013  ,618287,Alaska
2014  ,605257,Alaska
2015  ,623778,Alaska
2016  ,607651,Alaska
2017  ,609779,Alaska
1960  ,866594,Alabama
1961  ,831311,Alabama
1962  ,881239,Alabama
1963  ,913155,Alabama
1964  ,979212,Alabama
1965  ,1044616,Alabama
1966  ,1088204,Alabama
1967  ,1138573,Alabama
1968  ,1246669,Alabama
1969  ,1343138,Alabama
1970  ,1393497,Alabama
1971  ,1384940,Alabama
1972  ,1478039,Alabama
1973  ,1527209,Alabama
1974  ,1547657,Alabama
1975  ,1515130,Alabama
1976  ,1551806,Alabama
1977  ,1623443,Alabama
1978  ,1638359,Alabama
1979  ,1648767,Alabama
1980  ,1644874,Alabama
1981  ,1604035,Alabama
1982  ,1499050,Alabama
1983  ,1445946,Alabama
1984  ,1544598,Alabama
1985  ,1519675,Alabama
1986  ,1504733,Alabama
1987  ,1582639,Alabama
1988  ,1651726,Alabama
1989  ,1683173,Alabama
1990  ,1665451,Alabama
1991  ,1682843,Alabama
1992  ,1753322,Alabama
1993  ,1805267,Alabama
1994  ,1897364,Alabama
1995  ,1971541,Alabama
1996  ,2004503,Alabama
1997  ,1972007,Alabama
1998  ,2017820,Alabama
1999  ,2060734,Alabama
2000  ,2110818,Alabama
2001  ,1917019,Alabama
2002  ,1977985,Alabama
2003  ,1969758,Alabama
2004  ,2083052,Alabama
2005  ,2064521,Alabama
2006  ,2102014,Alabama
2007  ,2085243,Alabama
2008  ,2002434,Alabama
2009  ,1800085,Alabama
2010  ,1942109,Alabama
2011  ,1916766,Alabama
2012  ,1890047,Alabama
2013  ,1933761,Alabama
2014  ,1970386,Alabama
2015  ,1923945,Alabama
2016  ,1929391,Alabama
2017  ,1901185,Alabama
1960  ,425974,Arkansas
1961  ,431586,Arkansas
1962  ,456788,Arkansas
1963  ,484672,Arkansas
1964  ,527123,Arkansas
1965  ,528740,Arkansas
1966  ,566110,Arkansas
1967  ,596737,Arkansas
1968  ,635396,Arkansas
1969  ,681052,Arkansas
1970  ,708904,Arkansas
1971  ,700736,Arkansas
1972  ,744634,Arkansas
1973  ,820083,Arkansas
1974  ,798333,Arkansas
1975  ,785659,Arkansas
1976  ,840830,Arkansas
1977  ,886292,Arkansas
1978  ,887040,Arkansas
1979  ,872687,Arkansas
1980  ,859238,Arkansas
1981  ,821800,Arkansas
1982  ,792462,Arkansas
1983  ,796587,Arkansas
1984  ,799005,Arkansas
1985  ,789513,Arkansas
1986  ,759564,Arkansas
1987  ,736170,Arkansas
1988  ,817720,Arkansas
1989  ,882855,Arkansas
1990  ,855785,Arkansas
1991  ,845361,Arkansas
1992  ,874311,Arkansas
1993  ,948491,Arkansas
1994  ,979356,Arkansas
1995  ,1030171,Arkansas
1996  ,1047838,Arkansas
1997  ,1067028,Arkansas
1998  ,1087099,Arkansas
1999  ,1104381,Arkansas
2000  ,1144789,Arkansas
2001  ,1099774,Arkansas
2002  ,1122195,Arkansas
2003  ,1103975,Arkansas
2004  ,1095132,Arkansas
2005  ,1118426,Arkansas
2006  ,1114556,Arkansas
2007  ,1128251,Arkansas
2008  ,1109716,Arkansas
2009  ,1041610,Arkansas
2010  ,1126998,Arkansas
2011  ,1129160,Arkansas
2012  ,1072640,Arkansas
2013  ,1104635,Arkansas
2014  ,1121935,Arkansas
2015  ,1062299,Arkansas
2016  ,1054629,Arkansas
2017  ,1057948,Arkansas
1960  ,282993,Arizona
1961  ,304835,Arizona
1962  ,324913,Arizona
1963  ,348302,Arizona
1964  ,369663,Arizona
1965  ,375200,Arizona
1966  ,403460,Arizona
1967  ,414501,Arizona
1968  ,456156,Arizona
1969  ,498192,Arizona
1970  ,520401,Arizona
1971  ,554212,Arizona
1972  ,616452,Arizona
1973  ,670117,Arizona
1974  ,676309,Arizona
1975  ,660004,Arizona
1976  ,691884,Arizona
1977  ,738889,Arizona
1978  ,747985,Arizona
1979  ,786479,Arizona
1980  ,754491,Arizona
1981  ,787920,Arizona
1982  ,746494,Arizona
1983  ,758000,Arizona
1984  ,802626,Arizona
1985  ,843102,Arizona
1986  ,852973,Arizona
1987  ,865824,Arizona
1988  ,906415,Arizona
1989  ,943115,Arizona
1990  ,938852,Arizona
1991  ,944604,Arizona
1992  ,973001,Arizona
1993  ,987611,Arizona
1994  ,1041885,Arizona
1995  ,1078262,Arizona
1996  ,1144457,Arizona
1997  ,1168472,Arizona
1998  ,1222111,Arizona
1999  ,1263667,Arizona
2000  ,1310640,Arizona
2001  ,1320938,Arizona
2002  ,1314854,Arizona
2003  ,1333910,Arizona
2004  ,1384481,Arizona
2005  ,1425513,Arizona
2006  ,1471166,Arizona
2007  ,1497717,Arizona
2008  ,1465323,Arizona
2009  ,1380037,Arizona
2010  ,1383847,Arizona
2011  ,1424223,Arizona
2012  ,1394090,Arizona
2013  ,1411593,Arizona
2014  ,1420254,Arizona
2015  ,1442262,Arizona
2016  ,1473615,Arizona
2017  ,1474185,Arizona
1960  ,3449919,California
1961  ,3609108,California
1962  ,3724117,California
1963  ,3923736,California
1964  ,4219633,California
1965  ,4385719,California
1966  ,4645217,California
1967  ,4841003,California
1968  ,5115122,California
1969  ,5356783,California
1970  ,5499139,California
1971  ,5747656,California
1972  ,5872011,California
1973  ,6047069,California
1974  ,5816324,California
1975  ,6032845,California
1976  ,6186312,California
1977  ,6361466,California
1978  ,6472696,California
1979  ,6727621,California
1980  ,6540472,California
1981  ,6332205,California
1982  ,6076050,California
1983  ,6092316,California
1984  ,6533180,California
1985  ,6601489,California
1986  ,6501121,California
1987  ,6938475,California
1988  ,7143783,California
1989  ,7420327,California
1990  ,7443750,California
1991  ,7342269,California
1992  ,7308211,California
1993  ,7146526,California
1994  ,7273603,California
1995  ,7297478,California
1996  ,7422343,California
1997  ,7538784,California
1998  ,7831111,California
1999  ,7852568,California
2000  ,7921270,California
2001  ,7955161,California
2002  ,8008106,California
2003  ,7892263,California
2004  ,8260251,California
2005  ,8166063,California
2006  ,8289275,California
2007  ,8260045,California
2008  ,8075584,California
2009  ,7774671,California
2010  ,7760681,California
2011  ,7768811,California
2012  ,7549460,California
2013  ,7638047,California
2014  ,7584864,California
2015  ,7671690,California
2016  ,7825682,California
2017  ,7889447,California
1960  ,424556,Colorado
1961  ,461749,Colorado
1962  ,468348,Colorado
1963  ,465929,Colorado
1964  ,498054,Colorado
1965  ,508687,Colorado
1966  ,531922,Colorado
1967  ,555487,Colorado
1968  ,622770,Colorado
1969  ,648877,Colorado
1970  ,677623,Colorado
1971  ,691909,Colorado
1972  ,756325,Colorado
1973  ,801930,Colorado
1974  ,787106,Colorado
1975  ,784438,Colorado
1976  ,818799,Colorado
1977  ,835096,Colorado
1978  ,850246,Colorado
1979  ,856031,Colorado
1980  ,838088,Colorado
1981  ,816311,Colorado
1982  ,833092,Colorado
1983  ,831430,Colorado
1984  ,867717,Colorado
1985  ,869749,Colorado
1986  ,859444,Colorado
1987  ,866162,Colorado
1988  ,899364,Colorado
1989  ,915127,Colorado
1990  ,932807,Colorado
1991  ,983584,Colorado
1992  ,983800,Colorado
1993  ,1050950,Colorado
1994  ,1052369,Colorado
1995  ,1077829,Colorado
1996  ,1127851,Colorado
1997  ,1124639,Colorado
1998  ,1169337,Colorado
1999  ,1188948,Colorado
2000  ,1250523,Colorado
2001  ,1352595,Colorado
2002  ,1352726,Colorado
2003  ,1353967,Colorado
2004  ,1381594,Colorado
2005  ,1415616,Colorado
2006  ,1431991,Colorado
2007  ,1483753,Colorado
2008  ,1487542,Colorado
2009  ,1465450,Colorado
2010  ,1515571,Colorado
2011  ,1472721,Colorado
2012  ,1441405,Colorado
2013  ,1468349,Colorado
2014  ,1482819,Colorado
2015  ,1490546,Colorado
2016  ,1453421,Colorado
2017  ,1463650,Colorado
1960  ,507999,Connecticut
1961  ,518130,Connecticut
1962  ,536644,Connecticut
1963  ,545224,Connecticut
1964  ,563507,Connecticut
1965  ,569505,Connecticut
1966  ,609289,Connecticut
1967  ,624114,Connecticut
1968  ,648770,Connecticut
1969  ,667657,Connecticut
1970  ,693930,Connecticut
1971  ,682588,Connecticut
1972  ,717611,Connecticut
1973  ,743064,Connecticut
1974  ,714126,Connecticut
1975  ,689513,Connecticut
1976  ,742109,Connecticut
1977  ,748110,Connecticut
1978  ,768737,Connecticut
1979  ,755692,Connecticut
1980  ,728226,Connecticut
1981  ,695795,Connecticut
1982  ,696739,Connecticut
1983  ,688418,Connecticut
1984  ,715073,Connecticut
1985  ,723070,Connecticut
1986  ,739744,Connecticut
1987  ,763522,Connecticut
1988  ,795471,Connecticut
1989  ,811311,Connecticut
1990  ,768226,Connecticut
1991  ,767326,Connecticut
1992  ,800838,Connecticut
1993  ,789110,Connecticut
1994  ,790736,Connecticut
1995  ,773815,Connecticut
1996  ,812821,Connecticut
1997  ,803070,Connecticut
1998  ,782381,Connecticut
1999  ,825476,Connecticut
2000  ,864592,Connecticut
2001  ,829761,Connecticut
2002  ,815941,Connecticut
2003  ,894921,Connecticut
2004  ,907520,Connecticut
2005  ,863719,Connecticut
2006  ,810222,Connecticut
2007  ,841986,Connecticut
2008  ,774577,Connecticut
2009  ,766453,Connecticut
2010  ,767342,Connecticut
2011  ,740999,Connecticut
2012  ,725749,Connecticut
2013  ,754170,Connecticut
2014  ,752239,Connecticut
2015  ,756544,Connecticut
2016  ,724490,Connecticut
2017  ,726515,Connecticut
1960  ,119871,District of Columbia
1961  ,118175,District of Columbia
1962  ,120458,District of Columbia
1963  ,121016,District of Columbia
1964  ,132268,District of Columbia
1965  ,159170,District of Columbia
1966  ,169525,District of Columbia
1967  ,182216,District of Columbia
1968  ,181890,District of Columbia
1969  ,195629,District of Columbia
1970  ,205891,District of Columbia
1971  ,199397,District of Columbia
1972  ,188830,District of Columbia
1973  ,193442,District of Columbia
1974  ,171284,District of Columbia
1975  ,163161,District of Columbia
1976  ,164436,District of Columbia
1977  ,163353,District of Columbia
1978  ,160278,District of Columbia
1979  ,152431,District of Columbia
1980  ,153262,District of Columbia
1981  ,149271,District of Columbia
1982  ,163811,District of Columbia
1983  ,162575,District of Columbia
1984  ,167024,District of Columbia
1985  ,165934,District of Columbia
1986  ,174696,District of Columbia
1987  ,174233,District of Columbia
1988  ,174976,District of Columbia
1989  ,180533,District of Columbia
1990  ,181020,District of Columbia
1991  ,187140,District of Columbia
1992  ,186771,District of Columbia
1993  ,193377,District of Columbia
1994  ,188706,District of Columbia
1995  ,190966,District of Columbia
1996  ,188509,District of Columbia
1997  ,185242,District of Columbia
1998  ,181604,District of Columbia
1999  ,185703,District of Columbia
2000  ,192565,District of Columbia
2001  ,188715,District of Columbia
2002  ,192666,District of Columbia
2003  ,189118,District of Columbia
2004  ,196856,District of Columbia
2005  ,196004,District of Columbia
2006  ,182510,District of Columbia
2007  ,194920,District of Columbia
2008  ,186833,District of Columbia
2009  ,195105,District of Columbia
2010  ,190334,District of Columbia
2011  ,183642,District of Columbia
2012  ,172813,District of Columbia
2013  ,174775,District of Columbia
2014  ,179278,District of Columbia
2015  ,178216,District of Columbia
2016  ,174223,District of Columbia
2017  ,166870,District of Columbia
1960  ,156406,Delaware
1961  ,150335,Delaware
1962  ,161918,Delaware
1963  ,172781,Delaware
1964  ,173156,Delaware
1965  ,184269,Delaware
1966  ,192519,Delaware
1967  ,187575,Delaware
1968  ,206901,Delaware
1969  ,219454,Delaware
1970  ,219722,Delaware
1971  ,222353,Delaware
1972  ,232526,Delaware
1973  ,246392,Delaware
1974  ,228887,Delaware
1975  ,218797,Delaware
1976  ,229178,Delaware
1977  ,227666,Delaware
1978  ,226261,Delaware
1979  ,244675,Delaware
1980  ,242340,Delaware
1981  ,195218,Delaware
1982  ,186552,Delaware
1983  ,197917,Delaware
1984  ,220487,Delaware
1985  ,214953,Delaware
1986  ,217072,Delaware
1987  ,227480,Delaware
1988  ,234133,Delaware
1989  ,241618,Delaware
1990  ,255404,Delaware
1991  ,253279,Delaware
1992  ,264211,Delaware
1993  ,268583,Delaware
1994  ,263874,Delaware
1995  ,265066,Delaware
1996  ,275689,Delaware
1997  ,276148,Delaware
1998  ,273673,Delaware
1999  ,286866,Delaware
2000  ,305090,Delaware
2001  ,292481,Delaware
2002  ,308812,Delaware
2003  ,303838,Delaware
2004  ,289790,Delaware
2005  ,302444,Delaware
2006  ,288565,Delaware
2007  ,293707,Delaware
2008  ,291534,Delaware
2009  ,259452,Delaware
2010  ,250321,Delaware
2011  ,272754,Delaware
2012  ,273643,Delaware
2013  ,274261,Delaware
2014  ,274337,Delaware
2015  ,277857,Delaware
2016  ,273785,Delaware
2017  ,270514,Delaware
1960  ,809559,Florida
1961  ,848703,Florida
1962  ,949391,Florida
1963  ,994376,Florida
1964  ,1049548,Florida
1965  ,1111530,Florida
1966  ,1180231,Florida
1967  ,1223737,Florida
1968  ,1349462,Florida
1969  ,1453793,Florida
1970  ,1577450,Florida
1971  ,1674133,Florida
1972  ,1804005,Florida
1973  ,1995319,Florida
1974  ,1929045,Florida
1975  ,1939837,Florida
1976  ,2062020,Florida
1977  ,2217477,Florida
1978  ,2327321,Florida
1979  ,2422499,Florida
1980  ,2511917,Florida
1981  ,2482043,Florida
1982  ,2402137,Florida
1983  ,2457345,Florida
1984  ,2551259,Florida
1985  ,2698976,Florida
1986  ,2781956,Florida
1987  ,2870556,Florida
1988  ,3042056,Florida
1989  ,3248530,Florida
1990  ,3280693,Florida
1991  ,3245706,Florida
1992  ,3307780,Florida
1993  ,3337130,Florida
1994  ,3458501,Florida
1995  ,3601062,Florida
1996  ,3689160,Florida
1997  ,3709379,Florida
1998  ,3838316,Florida
1999  ,3889381,Florida
2000  ,4044221,Florida
2001  ,4032179,Florida
2002  ,4146011,Florida
2003  ,4160183,Florida
2004  ,4313250,Florida
2005  ,4379203,Florida
2006  ,4433364,Florida
2007  ,4416980,Florida
2008  ,4265319,Florida
2009  ,4115211,Florida
2010  ,4277598,Florida
2011  ,4129153,Florida
2012  ,4013772,Florida
2013  ,4059275,Florida
2014  ,4096226,Florida
2015  ,4245818,Florida
2016  ,4227711,Florida
2017  ,4211744,Florida
1960  ,701005,Georgia
1961  ,705734,Georgia
1962  ,764902,Georgia
1963  ,802968,Georgia
1964  ,857040,Georgia
1965  ,917174,Georgia
1966  ,997589,Georgia
1967  ,1062811,Georgia
1968  ,1154038,Georgia
1969  ,1228189,Georgia
1970  ,1280820,Georgia
1971  ,1348865,Georgia
1972  ,1435584,Georgia
1973  ,1555110,Georgia
1974  ,1495568,Georgia
1975  ,1489772,Georgia
1976  ,1552529,Georgia
1977  ,1628701,Georgia
1978  ,1683045,Georgia
1979  ,1729590,Georgia
1980  ,1717236,Georgia
1981  ,1694324,Georgia
1982  ,1679709,Georgia
1983  ,1749228,Georgia
1984  ,1875179,Georgia
1985  ,1931023,Georgia
1986  ,1953662,Georgia
1987  ,2049053,Georgia
1988  ,2138263,Georgia
1989  ,2219567,Georgia
1990  ,2229497,Georgia
1991  ,2222310,Georgia
1992  ,2266409,Georgia
1993  ,2418511,Georgia
1994  ,2435118,Georgia
1995  ,2615810,Georgia
1996  ,2773234,Georgia
1997  ,2750809,Georgia
1998  ,2783020,Georgia
1999  ,2801452,Georgia
2000  ,2917685,Georgia
2001  ,2817370,Georgia
2002  ,2932811,Georgia
2003  ,2953949,Georgia
2004  ,3092967,Georgia
2005  ,3107419,Georgia
2006  ,3088796,Georgia
2007  ,3078121,Georgia
2008  ,2946770,Georgia
2009  ,2913871,Georgia
2010  ,3110972,Georgia
2011  ,2994489,Georgia
2012  ,2776807,Georgia
2013  ,2792294,Georgia
2014  ,2860379,Georgia
2015  ,2855969,Georgia
2016  ,2830758,Georgia
2017  ,2803233,Georgia
1960  ,94839,Hawaii
1961  ,113754,Hawaii
1962  ,108286,Hawaii
1963  ,114265,Hawaii
1964  ,123433,Hawaii
1965  ,130560,Hawaii
1966  ,145474,Hawaii
1967  ,163865,Hawaii
1968  ,182799,Hawaii
1969  ,190862,Hawaii
1970  ,196947,Hawaii
1971  ,211673,Hawaii
1972  ,218057,Hawaii
1973  ,224312,Hawaii
1974  ,212103,Hawaii
1975  ,214378,Hawaii
1976  ,220042,Hawaii
1977  ,233334,Hawaii
1978  ,236970,Hawaii
1979  ,256604,Hawaii
1980  ,262347,Hawaii
1981  ,236718,Hawaii
1982  ,218095,Hawaii
1983  ,221150,Hawaii
1984  ,232426,Hawaii
1985  ,248554,Hawaii
1986  ,245329,Hawaii
1987  ,249461,Hawaii
1988  ,289691,Hawaii
1989  ,309767,Hawaii
1990  ,321420,Hawaii
1991  ,295150,Hawaii
1992  ,306030,Hawaii
1993  ,282651,Hawaii
1994  ,299033,Hawaii
1995  ,296774,Hawaii
1996  ,283060,Hawaii
1997  ,273483,Hawaii
1998  ,273387,Hawaii
1999  ,269352,Hawaii
2000  ,273307,Hawaii
2001  ,270115,Hawaii
2002  ,284651,Hawaii
2003  ,300905,Hawaii
2004  ,314701,Hawaii
2005  ,324677,Hawaii
2006  ,327116,Hawaii
2007  ,337594,Hawaii
2008  ,276444,Hawaii
2009  ,275905,Hawaii
2010  ,277125,Hawaii
2011  ,285580,Hawaii
2012  ,277993,Hawaii
2013  ,278471,Hawaii
2014  ,279320,Hawaii
2015  ,282840,Hawaii
2016  ,283204,Hawaii
2017  ,283990,Hawaii
1960  ,601996,Iowa
1961  ,600070,Iowa
1962  ,626526,Iowa
1963  ,644262,Iowa
1964  ,669473,Iowa
1965  ,696730,Iowa
1966  ,698683,Iowa
1967  ,747574,Iowa
1968  ,781902,Iowa
1969  ,821912,Iowa
1970  ,850609,Iowa
1971  ,862483,Iowa
1972  ,904471,Iowa
1973  ,962796,Iowa
1974  ,949663,Iowa
1975  ,942050,Iowa
1976  ,979112,Iowa
1977  ,979937,Iowa
1978  ,962094,Iowa
1979  ,1038993,Iowa
1980  ,983303,Iowa
1981  ,968673,Iowa
1982  ,969163,Iowa
1983  ,953081,Iowa
1984  ,936823,Iowa
1985  ,897903,Iowa
1986  ,901984,Iowa
1987  ,906929,Iowa
1988  ,978710,Iowa
1989  ,940800,Iowa
1990  ,945523,Iowa
1991  ,981701,Iowa
1992  ,972802,Iowa
1993  ,1034530,Iowa
1994  ,1066247,Iowa
1995  ,1104075,Iowa
1996  ,1147812,Iowa
1997  ,1134407,Iowa
1998  ,1143156,Iowa
1999  ,1193410,Iowa
2000  ,1189785,Iowa
2001  ,1161766,Iowa
2002  ,1190905,Iowa
2003  ,1186373,Iowa
2004  ,1241125,Iowa
2005  ,1273561,Iowa
2006  ,1301257,Iowa
2007  ,1377895,Iowa
2008  ,1441312,Iowa
2009  ,1448512,Iowa
2010  ,1501514,Iowa
2011  ,1500596,Iowa
2012  ,1431099,Iowa
2013  ,1521835,Iowa
2014  ,1544671,Iowa
2015  ,1497298,Iowa
2016  ,1527189,Iowa
2017  ,1559469,Iowa
1960  ,190661,Idaho
1961  ,202853,Idaho
1962  ,211160,Idaho
1963  ,213298,Idaho
1964  ,230412,Idaho
1965  ,234742,Idaho
1966  ,245066,Idaho
1967  ,266750,Idaho
1968  ,287248,Idaho
1969  ,286782,Idaho
1970  ,296399,Idaho
1971  ,311605,Idaho
1972  ,334033,Idaho
1973  ,337008,Idaho
1974  ,347813,Idaho
1975  ,358858,Idaho
1976  ,362198,Idaho
1977  ,366421,Idaho
1978  ,369908,Idaho
1979  ,384011,Idaho
1980  ,347655,Idaho
1981  ,361884,Idaho
1982  ,350310,Idaho
1983  ,345649,Idaho
1984  ,346809,Idaho
1985  ,354814,Idaho
1986  ,342134,Idaho
1987  ,345498,Idaho
1988  ,365706,Idaho
1989  ,399732,Idaho
1990  ,405394,Idaho
1991  ,415458,Idaho
1992  ,420042,Idaho
1993  ,435208,Idaho
1994  ,449909,Idaho
1995  ,463563,Idaho
1996  ,497186,Idaho
1997  ,499451,Idaho
1998  ,504230,Idaho
1999  ,527549,Idaho
2000  ,539795,Idaho
2001  ,500985,Idaho
2002  ,496318,Idaho
2003  ,469733,Idaho
2004  ,501895,Idaho
2005  ,510855,Idaho
2006  ,524107,Idaho
2007  ,541340,Idaho
2008  ,537344,Idaho
2009  ,502519,Idaho
2010  ,519029,Idaho
2011  ,518348,Idaho
2012  ,511607,Idaho
2013  ,528001,Idaho
2014  ,521358,Idaho
2015  ,537058,Idaho
2016  ,538147,Idaho
2017  ,553726,Idaho
1960  ,2523973,Illinois
1961  ,2558990,Illinois
1962  ,2656186,Illinois
1963  ,2719427,Illinois
1964  ,2849301,Illinois
1965  ,3026466,Illinois
1966  ,3185513,Illinois
1967  ,3315076,Illinois
1968  ,3450826,Illinois
1969  ,3634712,Illinois
1970  ,3696737,Illinois
1971  ,3722756,Illinois
1972  ,3929667,Illinois
1973  ,4019481,Illinois
1974  ,3956458,Illinois
1975  ,3860591,Illinois
1976  ,4019369,Illinois
1977  ,4099481,Illinois
1978  ,4199421,Illinois
1979  ,4049381,Illinois
1980  ,3768260,Illinois
1981  ,3547208,Illinois
1982  ,3394044,Illinois
1983  ,3472747,Illinois
1984  ,3502000,Illinois
1985  ,3434273,Illinois
1986  ,3416921,Illinois
1987  ,3472023,Illinois
1988  ,3702319,Illinois
1989  ,3619229,Illinois
1990  ,3580209,Illinois
1991  ,3644007,Illinois
1992  ,3622832,Illinois
1993  ,3725970,Illinois
1994  ,3743317,Illinois
1995  ,3853196,Illinois
1996  ,3938643,Illinois
1997  ,3913819,Illinois
1998  ,3826133,Illinois
1999  ,3995268,Illinois
2000  ,4013834,Illinois
2001  ,3883575,Illinois
2002  ,3898886,Illinois
2003  ,3925618,Illinois
2004  ,3972320,Illinois
2005  ,4117105,Illinois
2006  ,3967101,Illinois
2007  ,4073359,Illinois
2008  ,4077483,Illinois
2009  ,3859210,Illinois
2010  ,3955881,Illinois
2011  ,3938519,Illinois
2012  ,3818276,Illinois
2013  ,3975197,Illinois
2014  ,4045883,Illinois
2015  ,3893177,Illinois
2016  ,3900375,Illinois
2017  ,3875238,Illinois
1960  ,1530437,Indiana
1961  ,1551091,Indiana
1962  ,1580987,Indiana
1963  ,1635028,Indiana
1964  ,1714801,Indiana
1965  ,1798393,Indiana
1966  ,1919366,Indiana
1967  ,1952042,Indiana
1968  ,2043409,Indiana
1969  ,2157093,Indiana
1970  ,2219775,Indiana
1971  ,2236217,Indiana
1972  ,2435885,Indiana
1973  ,2474472,Indiana
1974  ,2432022,Indiana
1975  ,2377767,Indiana
1976  ,2410240,Indiana
1977  ,2485596,Indiana
1978  ,2535537,Indiana
1979  ,2585762,Indiana
1980  ,2400197,Indiana
1981  ,2359274,Indiana
1982  ,2177454,Indiana
1983  ,2197757,Indiana
1984  ,2271002,Indiana
1985  ,2301292,Indiana
1986  ,2262531,Indiana
1987  ,2380691,Indiana
1988  ,2484357,Indiana
1989  ,2517053,Indiana
1990  ,2491803,Indiana
1991  ,2474327,Indiana
1992  ,2460079,Indiana
1993  ,2566565,Indiana
1994  ,2551217,Indiana
1995  ,2617303,Indiana
1996  ,2702114,Indiana
1997  ,2681048,Indiana
1998  ,2670826,Indiana
1999  ,2784972,Indiana
2000  ,2866319,Indiana
2001  ,2770152,Indiana
2002  ,2855195,Indiana
2003  ,2936543,Indiana
2004  ,2928999,Indiana
2005  ,2954463,Indiana
2006  ,2891926,Indiana
2007  ,2956947,Indiana
2008  ,2916131,Indiana
2009  ,2712899,Indiana
2010  ,2866445,Indiana
2011  ,2850137,Indiana
2012  ,2770735,Indiana
2013  ,2896158,Indiana
2014  ,2933714,Indiana
2015  ,2850526,Indiana
2016  ,2799663,Indiana
2017  ,2702068,Indiana
1960  ,631316,Kansas
1961  ,618147,Kansas
1962  ,639460,Kansas
1963  ,641033,Kansas
1964  ,657075,Kansas
1965  ,723629,Kansas
1966  ,763521,Kansas
1967  ,722888,Kansas
1968  ,793842,Kansas
1969  ,839336,Kansas
1970  ,874267,Kansas
1971  ,908254,Kansas
1972  ,961171,Kansas
1973  ,966322,Kansas
1974  ,959652,Kansas
1975  ,924911,Kansas
1976  ,972467,Kansas
1977  ,981082,Kansas
1978  ,1037084,Kansas
1979  ,1132093,Kansas
1980  ,1022129,Kansas
1981  ,947309,Kansas
1982  ,944960,Kansas
1983  ,917190,Kansas
1984  ,1016638,Kansas
1985  ,1011726,Kansas
1986  ,974201,Kansas
1987  ,1015692,Kansas
1988  ,1069693,Kansas
1989  ,1042967,Kansas
1990  ,1064807,Kansas
1991  ,1059621,Kansas
1992  ,1046235,Kansas
1993  ,1074697,Kansas
1994  ,1100185,Kansas
1995  ,1064806,Kansas
1996  ,1094623,Kansas
1997  ,1083879,Kansas
1998  ,1072206,Kansas
1999  ,1090691,Kansas
2000  ,1097996,Kansas
2001  ,1047404,Kansas
2002  ,1083100,Kansas
2003  ,1123206,Kansas
2004  ,1103952,Kansas
2005  ,1049477,Kansas
2006  ,1077557,Kansas
2007  ,1156713,Kansas
2008  ,1113939,Kansas
2009  ,1088222,Kansas
2010  ,1116268,Kansas
2011  ,1103568,Kansas
2012  ,1073585,Kansas
2013  ,1102554,Kansas
2014  ,1134923,Kansas
2015  ,1104572,Kansas
2016  ,1092244,Kansas
2017  ,1075197,Kansas
1960  ,823236,Kentucky
1961  ,818917,Kentucky
1962  ,836442,Kentucky
1963  ,888319,Kentucky
1964  ,890219,Kentucky
1965  ,899590,Kentucky
1966  ,905831,Kentucky
1967  ,953994,Kentucky
1968  ,1014155,Kentucky
1969  ,1073330,Kentucky
1970  ,1104720,Kentucky
1971  ,1117666,Kentucky
1972  ,1203074,Kentucky
1973  ,1236974,Kentucky
1974  ,1228332,Kentucky
1975  ,1278425,Kentucky
1976  ,1400423,Kentucky
1977  ,1414018,Kentucky
1978  ,1400112,Kentucky
1979  ,1432637,Kentucky
1980  ,1367982,Kentucky
1981  ,1297313,Kentucky
1982  ,1262083,Kentucky
1983  ,1276623,Kentucky
1984  ,1375310,Kentucky
1985  ,1329732,Kentucky
1986  ,1304571,Kentucky
1987  ,1341279,Kentucky
1988  ,1419083,Kentucky
1989  ,1509038,Kentucky
1990  ,1462349,Kentucky
1991  ,1486558,Kentucky
1992  ,1548516,Kentucky
1993  ,1587070,Kentucky
1994  ,1634592,Kentucky
1995  ,1703188,Kentucky
1996  ,1721367,Kentucky
1997  ,1729804,Kentucky
1998  ,1688062,Kentucky
1999  ,1774843,Kentucky
2000  ,1765988,Kentucky
2001  ,1796301,Kentucky
2002  ,1947606,Kentucky
