,Total energy consumption (Billion Btu),State
1965  ,5212184,Texas
1966  ,5557255,Texas
1967  ,5879030,Texas
1968  ,6268911,Texas
1969  ,6656323,Texas
1970  ,6921781,Texas
1971  ,7233774,Texas
1972  ,7623194,Texas
1973  ,8241366,Texas
1974  ,8093721,Texas
1975  ,7511439,Texas
1976  ,7835920,Texas
1977  ,8475779,Texas
1978  ,8941144,Texas
1979  ,9307928,Texas
1980  ,9385532,Texas
1981  ,9147369,Texas
1982  ,8471165,Texas
1983  ,8406461,Texas
1984  ,8946242,Texas
1985  ,9011817,Texas
1986  ,9007599,Texas
1987  ,9240071,Texas
1988  ,9811771,Texas
1989  ,10093725,Texas
1990  ,10272320,Texas
1991  ,10278273,Texas
1992  ,10445158,Texas
1993  ,10554352,Texas
1994  ,10879574,Texas
1995  ,11070854,Texas
1996  ,11832246,Texas
1997  ,12237335,Texas
1998  ,12418135,Texas
1999  ,12077034,Texas
2000  ,12420851,Texas
2001  ,12200928,Texas
2002  ,12508396,Texas
2003  ,12295541,Texas
2004  ,12333678,Texas
2005  ,11858040,Texas
2006  ,11865021,Texas
2007  ,11774336,Texas
2008  ,11252089,Texas
2009  ,10883738,Texas
2010  ,11729004,Texas
2011  ,11937899,Texas
2012  ,11998270,Texas
2013  ,12786453,Texas
2014  ,12789686,Texas
2015  ,12937561,Texas
2016  ,13164852,Texas
2017  ,13424168,Texas
1960  ,303229,Utah
1961  ,300811,Utah
1962  ,310319,Utah
1963  ,311815,Utah
1964  ,334525,Utah
1965  ,339504,Utah
1966  ,350834,Utah
1967  ,345267,Utah
1968  ,365623,Utah
1969  ,395838,Utah
1970  ,397019,Utah
1971  ,415199,Utah
1972  ,428177,Utah
1973  ,457776,Utah
1974  ,473666,Utah
1975  ,480756,Utah
1976  ,510233,Utah
1977  ,486089,Utah
1978  ,510695,Utah
1979  ,526397,Utah
1980  ,504574,Utah
1981  ,478203,Utah
1982  ,467638,Utah
1983  ,491810,Utah
1984  ,504008,Utah
1985  ,500434,Utah
1986  ,470786,Utah
1987  ,462389,Utah
1988  ,526305,Utah
1989  ,537620,Utah
1990  ,535798,Utah
1991  ,565520,Utah
1992  ,551616,Utah
1993  ,577314,Utah
1994  ,587193,Utah
1995  ,636867,Utah
1996  ,666149,Utah
1997  ,680514,Utah
1998  ,703879,Utah
1999  ,694356,Utah
2000  ,738703,Utah
2001  ,708430,Utah
2002  ,688303,Utah
2003  ,698797,Utah
2004  ,729507,Utah
2005  ,759926,Utah
2006  ,778574,Utah
2007  ,780947,Utah
2008  ,768023,Utah
2009  ,742246,Utah
2010  ,757821,Utah
2011  ,795887,Utah
2012  ,791423,Utah
2013  ,832658,Utah
2014  ,800078,Utah
2015  ,803446,Utah
2016  ,812794,Utah
2017  ,829213,Utah
1960  ,851297,Virginia
1961  ,854600,Virginia
1962  ,883702,Virginia
1963  ,939691,Virginia
1964  ,969280,Virginia
1965  ,1046094,Virginia
1966  ,1116959,Virginia
1967  ,1137190,Virginia
1968  ,1197529,Virginia
1969  ,1237230,Virginia
1970  ,1279028,Virginia
1971  ,1322363,Virginia
1972  ,1375395,Virginia
1973  ,1435070,Virginia
1974  ,1382349,Virginia
1975  ,1358994,Virginia
1976  ,1443835,Virginia
1977  ,1486224,Virginia
1978  ,1515163,Virginia
1979  ,1568370,Virginia
1980  ,1530854,Virginia
1981  ,1514259,Virginia
1982  ,1501050,Virginia
1983  ,1559137,Virginia
1984  ,1636831,Virginia
1985  ,1670500,Virginia
1986  ,1756943,Virginia
1987  ,1847217,Virginia
1988  ,1921950,Virginia
1989  ,1965088,Virginia
1990  ,1963516,Virginia
1991  ,1970636,Virginia
1992  ,1995924,Virginia
1993  ,2063530,Virginia
1994  ,2086792,Virginia
1995  ,2151334,Virginia
1996  ,2208529,Virginia
1997  ,2204590,Virginia
1998  ,2230669,Virginia
1999  ,2288910,Virginia
2000  ,2385532,Virginia
2001  ,2321711,Virginia
2002  ,2352852,Virginia
2003  ,2425499,Virginia
2004  ,2549902,Virginia
2005  ,2622813,Virginia
2006  ,2566741,Virginia
2007  ,2642970,Virginia
2008  ,2544428,Virginia
2009  ,2429408,Virginia
2010  ,2491758,Virginia
2011  ,2387551,Virginia
2012  ,2348184,Virginia
2013  ,2417022,Virginia
2014  ,2435978,Virginia
2015  ,2374505,Virginia
2016  ,2332260,Virginia
2017  ,2302542,Virginia
1960  ,68554,Vermont
1961  ,71941,Vermont
1962  ,74781,Vermont
1963  ,74605,Vermont
1964  ,72070,Vermont
1965  ,83090,Vermont
1966  ,90907,Vermont
1967  ,94557,Vermont
1968  ,100490,Vermont
1969  ,106584,Vermont
1970  ,113222,Vermont
1971  ,116968,Vermont
1972  ,123917,Vermont
1973  ,126434,Vermont
1974  ,116837,Vermont
1975  ,114356,Vermont
1976  ,131790,Vermont
1977  ,129325,Vermont
1978  ,134455,Vermont
1979  ,131782,Vermont
1980  ,125793,Vermont
1981  ,120672,Vermont
1982  ,115117,Vermont
1983  ,123272,Vermont
1984  ,132836,Vermont
1985  ,134538,Vermont
1986  ,128263,Vermont
1987  ,137510,Vermont
1988  ,144630,Vermont
1989  ,142529,Vermont
1990  ,126145,Vermont
1991  ,132567,Vermont
1992  ,138294,Vermont
1993  ,136281,Vermont
1994  ,135888,Vermont
1995  ,133145,Vermont
1996  ,139994,Vermont
1997  ,144779,Vermont
1998  ,136240,Vermont
1999  ,134530,Vermont
2000  ,147384,Vermont
2001  ,147682,Vermont
2002  ,148315,Vermont
2003  ,150996,Vermont
2004  ,161071,Vermont
2005  ,159602,Vermont
2006  ,156465,Vermont
2007  ,154782,Vermont
2008  ,146366,Vermont
2009  ,156686,Vermont
2010  ,156049,Vermont
2011  ,151927,Vermont
2012  ,130720,Vermont
2013  ,137226,Vermont
2014  ,140498,Vermont
2015  ,140923,Vermont
2016  ,135805,Vermont
2017  ,134812,Vermont
1960  ,807277,Washington
1961  ,823383,Washington
1962  ,860062,Washington
1963  ,900608,Washington
1964  ,961435,Washington
1965  ,996454,Washington
1966  ,1058961,Washington
1967  ,1112762,Washington
1968  ,1210234,Washington
1969  ,1296162,Washington
1970  ,1294145,Washington
1971  ,1320979,Washington
1972  ,1462402,Washington
1973  ,1498556,Washington
1974  ,1494231,Washington
1975  ,1458166,Washington
1976  ,1506955,Washington
1977  ,1524554,Washington
1978  ,1616207,Washington
1979  ,1667783,Washington
1980  ,1636821,Washington
1981  ,1762292,Washington
1982  ,1667861,Washington
1983  ,1624957,Washington
1984  ,1724697,Washington
1985  ,1724684,Washington
1986  ,1758552,Washington
1987  ,1810437,Washington
1988  ,1947741,Washington
1989  ,2013008,Washington
1990  ,2046391,Washington
1991  ,2037067,Washington
1992  ,2072251,Washington
1993  ,2069959,Washington
1994  ,2060465,Washington
1995  ,2109349,Washington
1996  ,2093829,Washington
1997  ,2122682,Washington
1998  ,2194178,Washington
1999  ,2279810,Washington
2000  ,2210207,Washington
2001  ,1990431,Washington
2002  ,1846010,Washington
2003  ,1858449,Washington
2004  ,1919112,Washington
2005  ,1948752,Washington
2006  ,2055701,Washington
2007  ,2048805,Washington
2008  ,2041257,Washington
2009  ,2031373,Washington
2010  ,2042421,Washington
2011  ,2069382,Washington
2012  ,2044332,Washington
2013  ,2045566,Washington
2014  ,2021490,Washington
2015  ,2010043,Washington
2016  ,2074305,Washington
2017  ,2099059,Washington
1960  ,854308,Wisconsin
1961  ,877011,Wisconsin
1962  ,917963,Wisconsin
1963  ,940067,Wisconsin
1964  ,974857,Wisconsin
1965  ,1030533,Wisconsin
1966  ,1091996,Wisconsin
1967  ,1137123,Wisconsin
1968  ,1184174,Wisconsin
1969  ,1248392,Wisconsin
1970  ,1289050,Wisconsin
1971  ,1293197,Wisconsin
1972  ,1287690,Wisconsin
1973  ,1354483,Wisconsin
1974  ,1341660,Wisconsin
1975  ,1341892,Wisconsin
1976  ,1372938,Wisconsin
1977  ,1437713,Wisconsin
1978  ,1501615,Wisconsin
1979  ,1468965,Wisconsin
1980  ,1463981,Wisconsin
1981  ,1421298,Wisconsin
1982  ,1404352,Wisconsin
1983  ,1419852,Wisconsin
1984  ,1487633,Wisconsin
1985  ,1501131,Wisconsin
1986  ,1425549,Wisconsin
1987  ,1404088,Wisconsin
1988  ,1510126,Wisconsin
1989  ,1516590,Wisconsin
1990  ,1484602,Wisconsin
1991  ,1525891,Wisconsin
1992  ,1523566,Wisconsin
1993  ,1585889,Wisconsin
1994  ,1634391,Wisconsin
1995  ,1697163,Wisconsin
1996  ,1761984,Wisconsin
1997  ,1768369,Wisconsin
1998  ,1748093,Wisconsin
1999  ,1840348,Wisconsin
2000  ,1872841,Wisconsin
2001  ,1849653,Wisconsin
2002  ,1890779,Wisconsin
2003  ,1864997,Wisconsin
2004  ,1889502,Wisconsin
2005  ,1971998,Wisconsin
2006  ,1876662,Wisconsin
2007  ,1901645,Wisconsin
2008  ,1894524,Wisconsin
2009  ,1763991,Wisconsin
2010  ,1808508,Wisconsin
2011  ,1792975,Wisconsin
2012  ,1733179,Wisconsin
2013  ,1828863,Wisconsin
2014  ,1887219,Wisconsin
2015  ,1810005,Wisconsin
2016  ,1794164,Wisconsin
2017  ,1806330,Wisconsin
1960  ,617977,West Virginia
1961  ,648667,West Virginia
1962  ,656276,West Virginia
1963  ,689629,West Virginia
1964  ,729022,West Virginia
1965  ,753923,West Virginia
1966  ,771519,West Virginia
1967  ,739838,West Virginia
1968  ,807461,West Virginia
1969  ,796648,West Virginia
1970  ,795739,West Virginia
1971  ,779534,West Virginia
1972  ,828980,West Virginia
1973  ,845774,West Virginia
1974  ,841728,West Virginia
1975  ,790364,West Virginia
1976  ,826694,West Virginia
1977  ,819746,West Virginia
1978  ,807745,West Virginia
1979  ,823762,West Virginia
1980  ,788175,West Virginia
1981  ,769650,West Virginia
1982  ,713139,West Virginia
1983  ,681588,West Virginia
1984  ,717840,West Virginia
1985  ,665396,West Virginia
1986  ,668346,West Virginia
1987  ,681320,West Virginia
1988  ,726601,West Virginia
1989  ,748561,West Virginia
1990  ,704399,West Virginia
1991  ,674052,West Virginia
1992  ,687505,West Virginia
1993  ,710783,West Virginia
1994  ,736902,West Virginia
1995  ,738802,West Virginia
1996  ,711148,West Virginia
1997  ,709110,West Virginia
1998  ,736402,West Virginia
1999  ,718497,West Virginia
2000  ,738131,West Virginia
2001  ,732417,West Virginia
2002  ,756961,West Virginia
2003  ,713242,West Virginia
2004  ,736387,West Virginia
2005  ,737453,West Virginia
2006  ,760598,West Virginia
2007  ,789737,West Virginia
2008  ,776193,West Virginia
2009  ,706204,West Virginia
2010  ,751374,West Virginia
2011  ,738120,West Virginia
2012  ,730669,West Virginia
2013  ,751405,West Virginia
2014  ,781210,West Virginia
2015  ,768613,West Virginia
2016  ,762081,West Virginia
2017  ,752986,West Virginia
1960  ,141355,Wyoming
1961  ,154474,Wyoming
1962  ,173407,Wyoming
1963  ,163153,Wyoming
1964  ,163391,Wyoming
1965  ,172698,Wyoming
1966  ,180286,Wyoming
1967  ,205150,Wyoming
1968  ,225588,Wyoming
1969  ,250536,Wyoming
1970  ,255480,Wyoming
1971  ,268453,Wyoming
1972  ,286868,Wyoming
1973  ,283507,Wyoming
1974  ,278885,Wyoming
1975  ,277367,Wyoming
1976  ,300313,Wyoming
1977  ,325289,Wyoming
1978  ,354800,Wyoming
1979  ,378316,Wyoming
1980  ,362253,Wyoming
1981  ,352782,Wyoming
1982  ,363372,Wyoming
1983  ,329172,Wyoming
1984  ,351234,Wyoming
1985  ,357215,Wyoming
1986  ,335938,Wyoming
1987  ,363821,Wyoming
1988  ,370702,Wyoming
1989  ,382037,Wyoming
1990  ,399356,Wyoming
1991  ,388320,Wyoming
1992  ,421599,Wyoming
1993  ,407022,Wyoming
1994  ,408146,Wyoming
1995  ,403188,Wyoming
1996  ,415227,Wyoming
1997  ,414905,Wyoming
1998  ,421015,Wyoming
1999  ,425313,Wyoming
2000  ,427937,Wyoming
2001  ,438344,Wyoming
2002  ,438700,Wyoming
2003  ,461304,Wyoming
2004  ,450718,Wyoming
2005  ,456025,Wyoming
2006  ,480339,Wyoming
2007  ,523564,Wyoming
2008  ,538334,Wyoming
2009  ,524120,Wyoming
2010  ,541763,Wyoming
2011  ,558021,Wyoming
2012  ,551135,Wyoming
2013  ,540274,Wyoming
2014  ,537553,Wyoming
2015  ,507953,Wyoming
2016  ,506409,Wyoming
2017  ,537246,Wyoming
