,Total Renewable Energy production (Billion Btu),State
2007  ,60591,Missouri
2008  ,81692,Missouri
2009  ,93684,Missouri
2010  ,100502,Missouri
2011  ,92915,Missouri
2012  ,81615,Missouri
2013  ,93586,Missouri
2014  ,92706,Missouri
2015  ,86217,Missouri
2016  ,82217,Missouri
2017  ,90657,Missouri
1960  ,46565,Mississippi
1961  ,45532,Mississippi
1962  ,44673,Mississippi
1963  ,39154,Mississippi
1964  ,38448,Mississippi
1965  ,37759,Mississippi
1966  ,37816,Mississippi
1967  ,34261,Mississippi
1968  ,35452,Mississippi
1969  ,34609,Mississippi
1970  ,33527,Mississippi
1971  ,32841,Mississippi
1972  ,32432,Mississippi
1973  ,32195,Mississippi
1974  ,31279,Mississippi
1975  ,31152,Mississippi
1976  ,34819,Mississippi
1977  ,36230,Mississippi
1978  ,37576,Mississippi
1979  ,37510,Mississippi
1980  ,38097,Mississippi
1981  ,41070,Mississippi
1982  ,44643,Mississippi
1983  ,45071,Mississippi
1984  ,50468,Mississippi
1985  ,50892,Mississippi
1986  ,49196,Mississippi
1987  ,45439,Mississippi
1988  ,47412,Mississippi
1989  ,76403,Mississippi
1990  ,84868,Mississippi
1991  ,89510,Mississippi
1992  ,90830,Mississippi
1993  ,92435,Mississippi
1994  ,94862,Mississippi
1995  ,94192,Mississippi
1996  ,85740,Mississippi
1997  ,84291,Mississippi
1998  ,64175,Mississippi
1999  ,65132,Mississippi
2000  ,75389,Mississippi
2001  ,56085,Mississippi
2002  ,49641,Mississippi
2003  ,45346,Mississippi
2004  ,61251,Mississippi
2005  ,62678,Mississippi
2006  ,63073,Mississippi
2007  ,63587,Mississippi
2008  ,47430,Mississippi
2009  ,53654,Mississippi
2010  ,65115,Mississippi
2011  ,65786,Mississippi
2012  ,77009,Mississippi
2013  ,59580,Mississippi
2014  ,60846,Mississippi
2015  ,58853,Mississippi
2016  ,70822,Mississippi
2017  ,67018,Mississippi
1960  ,69936,Montana
1961  ,76550,Montana
1962  ,74894,Montana
1963  ,70429,Montana
1964  ,79375,Montana
1965  ,95505,Montana
1966  ,90332,Montana
1967  ,98163,Montana
1968  ,100651,Montana
1969  ,106143,Montana
1970  ,98397,Montana
1971  ,107251,Montana
1972  ,104348,Montana
1973  ,84637,Montana
1974  ,106573,Montana
1975  ,112007,Montana
1976  ,135822,Montana
1977  ,97331,Montana
1978  ,132188,Montana
1979  ,119406,Montana
1980  ,114608,Montana
1981  ,131005,Montana
1982  ,126659,Montana
1983  ,135686,Montana
1984  ,130528,Montana
1985  ,120930,Montana
1986  ,133914,Montana
1987  ,111156,Montana
1988  ,103886,Montana
1989  ,110933,Montana
1990  ,123487,Montana
1991  ,142368,Montana
1992  ,95906,Montana
1993  ,108980,Montana
1994  ,94511,Montana
1995  ,127550,Montana
1996  ,158574,Montana
1997  ,153337,Montana
1998  ,128313,Montana
1999  ,157031,Montana
2000  ,113793,Montana
2001  ,80568,Montana
2002  ,108642,Montana
2003  ,100370,Montana
2004  ,101507,Montana
2005  ,113989,Montana
2006  ,122240,Montana
2007  ,117750,Montana
2008  ,123131,Montana
2009  ,113797,Montana
2010  ,114783,Montana
2011  ,140363,Montana
2012  ,124377,Montana
2013  ,114499,Montana
2014  ,134146,Montana
2015  ,125018,Montana
2016  ,128174,Montana
2017  ,135969,Montana
1960  ,127507,North Carolina
1961  ,120692,North Carolina
1962  ,127402,North Carolina
1963  ,116481,North Carolina
1964  ,131745,North Carolina
1965  ,123608,North Carolina
1966  ,114335,North Carolina
1967  ,118616,North Carolina
1968  ,117146,North Carolina
1969  ,119495,North Carolina
1970  ,111796,North Carolina
1971  ,128148,North Carolina
1972  ,135756,North Carolina
1973  ,142789,North Carolina
1974  ,139607,North Carolina
1975  ,139828,North Carolina
1976  ,136973,North Carolina
1977  ,146565,North Carolina
1978  ,159172,North Carolina
1979  ,191639,North Carolina
1980  ,135910,North Carolina
1981  ,108155,North Carolina
1982  ,143303,North Carolina
1983  ,149635,North Carolina
1984  ,159880,North Carolina
1985  ,136770,North Carolina
1986  ,114112,North Carolina
1987  ,134887,North Carolina
1988  ,115314,North Carolina
1989  ,167662,North Carolina
1990  ,168721,North Carolina
1991  ,137282,North Carolina
1992  ,159698,North Carolina
1993  ,157307,North Carolina
1994  ,186807,North Carolina
1995  ,168712,North Carolina
1996  ,171371,North Carolina
1997  ,164819,North Carolina
1998  ,159627,North Carolina
1999  ,139731,North Carolina
2000  ,136234,North Carolina
2001  ,127348,North Carolina
2002  ,125225,North Carolina
2003  ,181552,North Carolina
2004  ,139795,North Carolina
2005  ,145275,North Carolina
2006  ,136626,North Carolina
2007  ,112691,North Carolina
2008  ,142703,North Carolina
2009  ,148501,North Carolina
2010  ,157297,North Carolina
2011  ,155603,North Carolina
2012  ,152791,North Carolina
2013  ,191664,North Carolina
2014  ,173371,North Carolina
2015  ,169752,North Carolina
2016  ,199156,North Carolina
2017  ,217876,North Carolina
1960  ,11880,North Dakota
1961  ,15420,North Dakota
1962  ,14054,North Dakota
1963  ,15915,North Dakota
1964  ,20014,North Dakota
1965  ,26438,North Dakota
1966  ,20421,North Dakota
1967  ,29255,North Dakota
1968  ,26339,North Dakota
1969  ,31071,North Dakota
1970  ,29922,North Dakota
1971  ,34285,North Dakota
1972  ,32507,North Dakota
1973  ,25135,North Dakota
1974  ,28922,North Dakota
1975  ,35262,North Dakota
1976  ,34411,North Dakota
1977  ,21338,North Dakota
1978  ,31963,North Dakota
1979  ,28886,North Dakota
1980  ,28555,North Dakota
1981  ,26037,North Dakota
1982  ,30380,North Dakota
1983  ,29454,North Dakota
1984  ,30082,North Dakota
1985  ,28393,North Dakota
1986  ,30017,North Dakota
1987  ,26159,North Dakota
1988  ,25131,North Dakota
1989  ,25388,North Dakota
1990  ,22169,North Dakota
1991  ,23205,North Dakota
1992  ,22246,North Dakota
1993  ,19321,North Dakota
1994  ,24581,North Dakota
1995  ,30985,North Dakota
1996  ,36360,North Dakota
1997  ,38466,North Dakota
1998  ,28369,North Dakota
1999  ,31608,North Dakota
2000  ,27268,North Dakota
2001  ,20662,North Dakota
2002  ,23405,North Dakota
2003  ,26158,North Dakota
2004  ,25922,North Dakota
2005  ,23400,North Dakota
2006  ,26086,North Dakota
2007  ,40688,North Dakota
2008  ,52893,North Dakota
2009  ,82230,North Dakota
2010  ,112921,North Dakota
2011  ,132923,North Dakota
2012  ,126746,North Dakota
2013  ,124088,North Dakota
2014  ,138189,North Dakota
2015  ,143323,North Dakota
2016  ,161292,North Dakota
2017  ,197466,North Dakota
1960  ,13425,Nebraska
1961  ,12832,Nebraska
1962  ,12973,Nebraska
1963  ,13199,Nebraska
1964  ,12801,Nebraska
1965  ,13563,Nebraska
1966  ,13955,Nebraska
1967  ,13879,Nebraska
1968  ,14714,Nebraska
1969  ,14532,Nebraska
1970  ,15950,Nebraska
1971  ,15845,Nebraska
1972  ,16822,Nebraska
1973  ,16912,Nebraska
1974  ,16161,Nebraska
1975  ,15399,Nebraska
1976  ,16378,Nebraska
1977  ,16136,Nebraska
1978  ,16096,Nebraska
1979  ,16832,Nebraska
1980  ,19778,Nebraska
1981  ,17814,Nebraska
1982  ,19000,Nebraska
1983  ,20038,Nebraska
1984  ,21233,Nebraska
1985  ,23754,Nebraska
1986  ,25882,Nebraska
1987  ,23743,Nebraska
1988  ,21759,Nebraska
1989  ,20344,Nebraska
1990  ,18296,Nebraska
1991  ,17612,Nebraska
1992  ,19619,Nebraska
1993  ,22322,Nebraska
1994  ,29349,Nebraska
1995  ,46923,Nebraska
1996  ,53332,Nebraska
1997  ,62387,Nebraska
1998  ,64577,Nebraska
1999  ,67772,Nebraska
2000  ,67458,Nebraska
2001  ,70152,Nebraska
2002  ,70412,Nebraska
2003  ,73956,Nebraska
2004  ,91627,Nebraska
2005  ,94833,Nebraska
2006  ,103063,Nebraska
2007  ,129778,Nebraska
2008  ,176747,Nebraska
2009  ,178644,Nebraska
2010  ,269110,Nebraska
2011  ,301952,Nebraska
2012  ,277782,Nebraska
2013  ,281464,Nebraska
2014  ,288402,Nebraska
2015  ,311010,Nebraska
2016  ,323506,Nebraska
2017  ,359399,Nebraska
1960  ,25629,New Hampshire
1961  ,23327,New Hampshire
1962  ,25119,New Hampshire
1963  ,24450,New Hampshire
1964  ,23707,New Hampshire
1965  ,22019,New Hampshire
1966  ,24343,New Hampshire
1967  ,24089,New Hampshire
1968  ,25155,New Hampshire
1969  ,27816,New Hampshire
1970  ,25321,New Hampshire
1971  ,24733,New Hampshire
1972  ,26131,New Hampshire
1973  ,30671,New Hampshire
1974  ,28694,New Hampshire
1975  ,25853,New Hampshire
1976  ,31050,New Hampshire
1977  ,31271,New Hampshire
1978  ,31004,New Hampshire
1979  ,33548,New Hampshire
1980  ,32382,New Hampshire
1981  ,36067,New Hampshire
1982  ,33759,New Hampshire
1983  ,38209,New Hampshire
1984  ,35004,New Hampshire
1985  ,33807,New Hampshire
1986  ,38742,New Hampshire
1987  ,34985,New Hampshire
1988  ,36549,New Hampshire
1989  ,40566,New Hampshire
1990  ,46824,New Hampshire
1991  ,40894,New Hampshire
1992  ,42211,New Hampshire
1993  ,42448,New Hampshire
1994  ,40356,New Hampshire
1995  ,39480,New Hampshire
1996  ,47633,New Hampshire
1997  ,42282,New Hampshire
1998  ,40585,New Hampshire
1999  ,38906,New Hampshire
2000  ,38620,New Hampshire
2001  ,30186,New Hampshire
2002  ,28896,New Hampshire
2003  ,29849,New Hampshire
2004  ,34923,New Hampshire
2005  ,41289,New Hampshire
2006  ,33103,New Hampshire
2007  ,34804,New Hampshire
2008  ,39884,New Hampshire
2009  ,45367,New Hampshire
2010  ,45146,New Hampshire
2011  ,46133,New Hampshire
2012  ,44473,New Hampshire
2013  ,52696,New Hampshire
2014  ,55352,New Hampshire
2015  ,61080,New Hampshire
2016  ,55963,New Hampshire
2017  ,59271,New Hampshire
1960  ,20514,New Jersey
1961  ,20749,New Jersey
1962  ,21199,New Jersey
1963  ,23397,New Jersey
1964  ,23947,New Jersey
1965  ,23693,New Jersey
1966  ,23570,New Jersey
1967  ,23695,New Jersey
1968  ,24678,New Jersey
1969  ,25354,New Jersey
1970  ,25906,New Jersey
1971  ,26621,New Jersey
1972  ,29554,New Jersey
1973  ,30289,New Jersey
1974  ,33097,New Jersey
1975  ,30950,New Jersey
1976  ,35091,New Jersey
1977  ,38510,New Jersey
1978  ,41662,New Jersey
1979  ,43101,New Jersey
1980  ,48383,New Jersey
1981  ,54409,New Jersey
1982  ,49211,New Jersey
1983  ,60308,New Jersey
1984  ,48816,New Jersey
1985  ,49683,New Jersey
1986  ,41534,New Jersey
1987  ,38592,New Jersey
1988  ,41856,New Jersey
1989  ,34878,New Jersey
1990  ,26140,New Jersey
1991  ,35990,New Jersey
1992  ,38620,New Jersey
1993  ,37006,New Jersey
1994  ,41458,New Jersey
1995  ,43246,New Jersey
1996  ,41258,New Jersey
1997  ,39319,New Jersey
1998  ,38853,New Jersey
1999  ,39895,New Jersey
2000  ,40323,New Jersey
2001  ,29060,New Jersey
2002  ,28701,New Jersey
2003  ,26718,New Jersey
2004  ,27098,New Jersey
2005  ,19644,New Jersey
2006  ,21755,New Jersey
2007  ,20419,New Jersey
2008  ,23182,New Jersey
2009  ,33864,New Jersey
2010  ,37292,New Jersey
2011  ,38875,New Jersey
2012  ,43627,New Jersey
2013  ,49545,New Jersey
2014  ,54088,New Jersey
2015  ,44010,New Jersey
2016  ,45313,New Jersey
2017  ,47987,New Jersey
1960  ,7373,New Mexico
1961  ,6937,New Mexico
1962  ,6791,New Mexico
1963  ,6469,New Mexico
1964  ,6300,New Mexico
1965  ,6075,New Mexico
1966  ,6210,New Mexico
1967  ,5678,New Mexico
1968  ,5706,New Mexico
1969  ,5682,New Mexico
1970  ,5548,New Mexico
1971  ,4965,New Mexico
1972  ,4746,New Mexico
1973  ,4896,New Mexico
1974  ,4919,New Mexico
1975  ,6002,New Mexico
1976  ,6781,New Mexico
1977  ,7328,New Mexico
1978  ,7989,New Mexico
1979  ,9922,New Mexico
1980  ,6223,New Mexico
1981  ,7850,New Mexico
1982  ,8425,New Mexico
1983  ,9739,New Mexico
1984  ,10332,New Mexico
1985  ,10998,New Mexico
1986  ,11713,New Mexico
1987  ,8882,New Mexico
1988  ,8485,New Mexico
1989  ,9275,New Mexico
1990  ,8336,New Mexico
1991  ,9139,New Mexico
1992  ,9255,New Mexico
1993  ,9667,New Mexico
1994  ,8601,New Mexico
1995  ,9073,New Mexico
1996  ,7587,New Mexico
1997  ,9025,New Mexico
1998  ,8466,New Mexico
1999  ,8965,New Mexico
2000  ,9203,New Mexico
2001  ,8027,New Mexico
2002  ,8690,New Mexico
2003  ,9554,New Mexico
2004  ,12326,New Mexico
2005  ,24068,New Mexico
2006  ,29371,New Mexico
2007  ,32736,New Mexico
2008  ,35347,New Mexico
2009  ,30999,New Mexico
2010  ,34549,New Mexico
2011  ,37067,New Mexico
2012  ,38061,New Mexico
2013  ,39658,New Mexico
2014  ,41845,New Mexico
2015  ,38810,New Mexico
2016  ,54886,New Mexico
2017  ,67517,New Mexico
1960  ,22110,Nevada
1961  ,19545,Nevada
1962  ,21733,Nevada
1963  ,19804,Nevada
1964  ,17842,Nevada
1965  ,17544,Nevada
1966  ,19632,Nevada
1967  ,18985,Nevada
1968  ,19142,Nevada
1969  ,18771,Nevada
1970  ,18322,Nevada
1971  ,18651,Nevada
1972  ,17274,Nevada
1973  ,18356,Nevada
1974  ,17762,Nevada
1975  ,18827,Nevada
1976  ,17457,Nevada
1977  ,18381,Nevada
1978  ,18980,Nevada
1979  ,19804,Nevada
1980  ,27403,Nevada
1981  ,21794,Nevada
1982  ,18709,Nevada
1983  ,47192,Nevada
1984  ,63057,Nevada
1985  ,49982,Nevada
1986  ,52098,Nevada
1987  ,28499,Nevada
1988  ,23919,Nevada
1989  ,30236,Nevada
1990  ,29668,Nevada
1991  ,38961,Nevada
1992  ,36827,Nevada
1993  ,40587,Nevada
1994  ,39090,Nevada
1995  ,40326,Nevada
1996  ,43110,Nevada
1997  ,48280,Nevada
1998  ,53115,Nevada
1999  ,48981,Nevada
2000  ,44738,Nevada
2001  ,43412,Nevada
2002  ,39422,Nevada
2003  ,33579,Nevada
2004  ,34322,Nevada
2005  ,34475,Nevada
2006  ,38315,Nevada
2007  ,37695,Nevada
2008  ,37854,Nevada
2009  ,46712,Nevada
2010  ,48923,Nevada
2011  ,50232,Nevada
2012  ,56557,Nevada
2013  ,66491,Nevada
2014  ,67475,Nevada
2015  ,75367,Nevada
2016  ,88596,Nevada
2017  ,98186,Nevada
1960  ,189314,New York
1961  ,250832,New York
1962  ,277979,New York
1963  ,260059,New York
1964  ,247409,New York
1965  ,262743,New York
1966  ,288582,New York
1967  ,301664,New York
1968  ,320307,New York
1969  ,339647,New York
1970  ,325491,New York
1971  ,326609,New York
1972  ,347985,New York
1973  ,364685,New York
1974  ,362988,New York
1975  ,354900,New York
1976  ,368500,New York
1977  ,342161,New York
1978  ,354864,New York
1979  ,368358,New York
1980  ,404671,New York
1981  ,413896,New York
1982  ,397442,New York
1983  ,435889,New York
1984  ,409565,New York
1985  ,415540,New York
1986  ,429134,New York
1987  ,400041,New York
1988  ,365628,New York
1989  ,379021,New York
1990  ,390950,New York
1991  ,379052,New York
1992  ,395108,New York
1993  ,421298,New York
1994  ,409236,New York
1995  ,391266,New York
1996  ,439291,New York
1997  ,491158,New York
1998  ,458812,New York
1999  ,419145,New York
2000  ,429207,New York
2001  ,350749,New York
2002  ,363961,New York
2003  ,357373,New York
2004  ,358879,New York
2005  ,365542,New York
2006  ,378627,New York
2007  ,363738,New York
2008  ,399128,New York
2009  ,369894,New York
2010  ,366880,New York
2011  ,404215,New York
2012  ,364204,New York
2013  ,382017,New York
2014  ,401200,New York
2015  ,412364,New York
2016  ,414741,New York
2017  ,450661,New York
1960  ,36966,Ohio
1961  ,36414,Ohio
1962  ,36983,Ohio
1963  ,38172,Ohio
1964  ,38010,Ohio
1965  ,38720,Ohio
1966  ,41531,Ohio
1967  ,39669,Ohio
1968  ,43465,Ohio
1969  ,44467,Ohio
1970  ,44149,Ohio
1971  ,43520,Ohio
1972  ,44940,Ohio
1973  ,46607,Ohio
1974  ,48408,Ohio
1975  ,46299,Ohio
1976  ,52843,Ohio
1977  ,58582,Ohio
1978  ,69632,Ohio
1979  ,74657,Ohio
1980  ,107374,Ohio
1981  ,112930,Ohio
1982  ,115117,Ohio
1983  ,131120,Ohio
1984  ,128095,Ohio
1985  ,130618,Ohio
1986  ,117706,Ohio
1987  ,122283,Ohio
1988  ,127664,Ohio
1989  ,106704,Ohio
1990  ,74714,Ohio
1991  ,80207,Ohio
1992  ,76310,Ohio
1993  ,53768,Ohio
1994  ,79948,Ohio
1995  ,72219,Ohio
1996  ,78957,Ohio
1997  ,74189,Ohio
1998  ,67210,Ohio
1999  ,74350,Ohio
2000  ,79331,Ohio
2001  ,51102,Ohio
2002  ,38156,Ohio
2003  ,47969,Ohio
2004  ,51268,Ohio
2005  ,54495,Ohio
2006  ,55366,Ohio
2007  ,56552,Ohio
2008  ,106536,Ohio
2009  ,94868,Ohio
2010  ,122121,Ohio
2011  ,130880,Ohio
2012  ,133121,Ohio
2013  ,149653,Ohio
2014  ,158948,Ohio
2015  ,153704,Ohio
2016  ,151416,Ohio
2017  ,153613,Ohio
1960  ,17766,Oklahoma
1961  ,20187,Oklahoma
1962  ,16660,Oklahoma
1963  ,10640,Oklahoma
1964  ,11373,Oklahoma
1965  ,16230,Oklahoma
1966  ,13064,Oklahoma
1967  ,14604,Oklahoma
1968  ,23406,Oklahoma
1969  ,26940,Oklahoma
1970  ,21730,Oklahoma
1971  ,21321,Oklahoma
1972  ,26724,Oklahoma
1973  ,50756,Oklahoma
1974  ,48830,Oklahoma
1975  ,42644,Oklahoma
1976  ,29303,Oklahoma
1977  ,32743,Oklahoma
1978  ,37416,Oklahoma
1979  ,46806,Oklahoma
1980  ,24855,Oklahoma
1981  ,23520,Oklahoma
1982  ,36159,Oklahoma
1983  ,39240,Oklahoma
1984  ,39702,Oklahoma
1985  ,57000,Oklahoma
1986  ,45180,Oklahoma
1987  ,45998,Oklahoma
1988  ,37117,Oklahoma
1989  ,50344,Oklahoma
1990  ,49914,Oklahoma
1991  ,41216,Oklahoma
1992  ,53293,Oklahoma
1993  ,67957,Oklahoma
1994  ,50125,Oklahoma
1995  ,53290,Oklahoma
1996  ,51673,Oklahoma
1997  ,55183,Oklahoma
1998  ,60591,Oklahoma
1999  ,55318,Oklahoma
2000  ,47389,Oklahoma
2001  ,48390,Oklahoma
2002  ,40915,Oklahoma
2003  ,41954,Oklahoma
2004  ,62058,Oklahoma
2005  ,61329,Oklahoma
2006  ,50325,Oklahoma
2007  ,74304,Oklahoma
2008  ,73670,Oklahoma
2009  ,79395,Oklahoma
2010  ,94855,Oklahoma
2011  ,99265,Oklahoma
2012  ,119647,Oklahoma
2013  ,161105,Oklahoma
2014  ,159107,Oklahoma
2015  ,183713,Oklahoma
2016  ,239124,Oklahoma
2017  ,263497,Oklahoma
1960  ,190489,Oregon
1961  ,188915,Oregon
1962  ,197646,Oregon
1963  ,199225,Oregon
1964  ,215793,Oregon
1965  ,230410,Oregon
1966  ,232649,Oregon
1967  ,243110,Oregon
1968  ,271743,Oregon
1969  ,350230,Oregon
1970  ,371350,Oregon
1971  ,419311,Oregon
1972  ,435930,Oregon
1973  ,351043,Oregon
1974  ,432867,Oregon
1975  ,417387,Oregon
1976  ,434370,Oregon
1977  ,327769,Oregon
1978  ,408647,Oregon
1979  ,387287,Oregon
1980  ,401129,Oregon
1981  ,428803,Oregon
1982  ,561110,Oregon
1983  ,574196,Oregon
1984  ,590527,Oregon
1985  ,529624,Oregon
1986  ,532746,Oregon
1987  ,477093,Oregon
1988  ,470568,Oregon
1989  ,481678,Oregon
1990  ,487410,Oregon
1991  ,484638,Oregon
1992  ,374214,Oregon
1993  ,414153,Oregon
1994  ,367996,Oregon
1995  ,467164,Oregon
1996  ,517451,Oregon
1997  ,530595,Oregon
1998  ,454349,Oregon
1999  ,509832,Oregon
2000  ,436666,Oregon
2001  ,349949,Oregon
2002  ,400635,Oregon
2003  ,384479,Oregon
2004  ,384623,Oregon
2005  ,364066,Oregon
2006  ,433011,Oregon
2007  ,396905,Oregon
2008  ,414463,Oregon
2009  ,415648,Oregon
2010  ,399550,Oregon
2011  ,518190,Oregon
2012  ,499340,Oregon
2013  ,462978,Oregon
2014  ,484169,Oregon
2015  ,438006,Oregon
2016  ,467465,Oregon
2017  ,494569,Oregon
1960  ,66100,Pennsylvania
1961  ,61121,Pennsylvania
1962  ,61767,Pennsylvania
1963  ,60798,Pennsylvania
1964  ,60590,Pennsylvania
1965  ,61262,Pennsylvania
1966  ,63676,Pennsylvania
1967  ,68253,Pennsylvania
1968  ,62881,Pennsylvania
1969  ,61805,Pennsylvania
1970  ,67525,Pennsylvania
1971  ,60573,Pennsylvania
1972  ,70114,Pennsylvania
1973  ,70871,Pennsylvania
1974  ,72077,Pennsylvania
1975  ,73865,Pennsylvania
1976  ,81184,Pennsylvania
1977  ,84322,Pennsylvania
1978  ,90536,Pennsylvania
1979  ,106837,Pennsylvania
1980  ,136826,Pennsylvania
1981  ,147662,Pennsylvania
1982  ,149605,Pennsylvania
1983  ,167142,Pennsylvania
1984  ,152019,Pennsylvania
1985  ,148238,Pennsylvania
1986  ,117214,Pennsylvania
1987  ,108025,Pennsylvania
1988  ,108182,Pennsylvania
1989  ,98078,Pennsylvania
1990  ,91855,Pennsylvania
1991  ,90246,Pennsylvania
1992  ,107587,Pennsylvania
1993  ,104764,Pennsylvania
1994  ,112111,Pennsylvania
1995  ,113291,Pennsylvania
1996  ,131090,Pennsylvania
1997  ,114660,Pennsylvania
1998  ,110545,Pennsylvania
1999  ,109245,Pennsylvania
2000  ,113589,Pennsylvania
2001  ,95727,Pennsylvania
2002  ,96600,Pennsylvania
2003  ,109944,Pennsylvania
2004  ,110368,Pennsylvania
2005  ,104192,Pennsylvania
2006  ,107197,Pennsylvania
2007  ,105172,Pennsylvania
2008  ,114904,Pennsylvania
2009  ,126256,Pennsylvania
2010  ,158384,Pennsylvania
2011  ,180128,Pennsylvania
2012  ,167209,Pennsylvania
2013  ,197054,Pennsylvania
2014  ,195875,Pennsylvania
2015  ,199452,Pennsylvania
2016  ,193215,Pennsylvania
2017  ,201490,Pennsylvania
1960  ,2951,Rhode Island
1961  ,3011,Rhode Island
1962  ,3139,Rhode Island
1963  ,3221,Rhode Island
1964  ,3533,Rhode Island
1965  ,3561,Rhode Island
1966  ,3771,Rhode Island
1967  ,4150,Rhode Island
1968  ,4266,Rhode Island
1969  ,4428,Rhode Island
1970  ,5268,Rhode Island
1971  ,4851,Rhode Island
1972  ,4934,Rhode Island
1973  ,5108,Rhode Island
1974  ,5023,Rhode Island
1975  ,4050,Rhode Island
1976  ,4704,Rhode Island
1977  ,5295,Rhode Island
1978  ,6577,Rhode Island
1979  ,7124,Rhode Island
1980  ,7287,Rhode Island
1981  ,6645,Rhode Island
1982  ,6053,Rhode Island
1983  ,7401,Rhode Island
1984  ,4946,Rhode Island
1985  ,5081,Rhode Island
1986  ,4653,Rhode Island
1987  ,3302,Rhode Island
1988  ,3528,Rhode Island
1989  ,3806,Rhode Island
1990  ,4499,Rhode Island
1991  ,4585,Rhode Island
1992  ,4840,Rhode Island
1993  ,5181,Rhode Island
1994  ,5066,Rhode Island
1995  ,5079,Rhode Island
1996  ,5562,Rhode Island
1997  ,4347,Rhode Island
1998  ,4197,Rhode Island
1999  ,4403,Rhode Island
2000  ,4520,Rhode Island
2001  ,3899,Rhode Island
2002  ,3700,Rhode Island
2003  ,3787,Rhode Island
2004  ,3846,Rhode Island
2005  ,879,Rhode Island
2006  ,2631,Rhode Island
2007  ,2781,Rhode Island
2008  ,2947,Rhode Island
2009  ,3544,Rhode Island
2010  ,3704,Rhode Island
2011  ,3653,Rhode Island
2012  ,2934,Rhode Island
2013  ,2658,Rhode Island
2014  ,4381,Rhode Island
2015  ,4793,Rhode Island
2016  ,4579,Rhode Island
2017  ,5816,Rhode Island
1960  ,81969,South Carolina
1961  ,76284,South Carolina
1962  ,73455,South Carolina
1963  ,69832,South Carolina
1964  ,87558,South Carolina
1965  ,77346,South Carolina
1966  ,67699,South Carolina
1967  ,66176,South Carolina
1968  ,69381,South Carolina
1969  ,73251,South Carolina
1970  ,65064,South Carolina
1971  ,78568,South Carolina
1972  ,77077,South Carolina
1973  ,83883,South Carolina
1974  ,79895,South Carolina
1975  ,87805,South Carolina
1976  ,83353,South Carolina
1977  ,80884,South Carolina
1978  ,83872,South Carolina
1979  ,91528,South Carolina
1980  ,71184,South Carolina
1981  ,52168,South Carolina
1982  ,69144,South Carolina
1983  ,75398,South Carolina
1984  ,80275,South Carolina
1985  ,66594,South Carolina
1986  ,89782,South Carolina
1987  ,95655,South Carolina
1988  ,82436,South Carolina
1989  ,97057,South Carolina
1990  ,106105,South Carolina
1991  ,107666,South Carolina
1992  ,110649,South Carolina
1993  ,110225,South Carolina
1994  ,114631,South Carolina
1995  ,124701,South Carolina
1996  ,131794,South Carolina
1997  ,131983,South Carolina
1998  ,129956,South Carolina
1999  ,96967,South Carolina
2000  ,92462,South Carolina
2001  ,70574,South Carolina
2002  ,80639,South Carolina
2003  ,103796,South Carolina
2004  ,97431,South Carolina
2005  ,104205,South Carolina
2006  ,98610,South Carolina
2007  ,94997,South Carolina
2008  ,92008,South Carolina
2009  ,102995,South Carolina
2010  ,115289,South Carolina
2011  ,116354,South Carolina
2012  ,118029,South Carolina
2013  ,133966,South Carolina
2014  ,136701,South Carolina
2015  ,128290,South Carolina
2016  ,131055,South Carolina
2017  ,130212,South Carolina
1960  ,13974,South Dakota
1961  ,13609,South Dakota
1962  ,17252,South Dakota
1963  ,31784,South Dakota
1964  ,33645,South Dakota
1965  ,41595,South Dakota
1966  ,51565,South Dakota
1967  ,52576,South Dakota
1968  ,59858,South Dakota
1969  ,67419,South Dakota
1970  ,70185,South Dakota
1971  ,82558,South Dakota
1972  ,78339,South Dakota
1973  ,51534,South Dakota
1974  ,60394,South Dakota
1975  ,83960,South Dakota
1976  ,74830,South Dakota
1977  ,57133,South Dakota
1978  ,72806,South Dakota
1979  ,67819,South Dakota
1980  ,63775,South Dakota
1981  ,58574,South Dakota
1982  ,60267,South Dakota
1983  ,61572,South Dakota
1984  ,63771,South Dakota
1985  ,59844,South Dakota
1986  ,64005,South Dakota
1987  ,59702,South Dakota
1988  ,59484,South Dakota
1989  ,52343,South Dakota
1990  ,44413,South Dakota
1991  ,43560,South Dakota
1992  ,41061,South Dakota
1993  ,30241,South Dakota
1994  ,57086,South Dakota
1995  ,66206,South Dakota
1996  ,86847,South Dakota
1997  ,95920,South Dakota
1998  ,62841,South Dakota
1999  ,72609,South Dakota
2000  ,62868,South Dakota
2001  ,41313,South Dakota
2002  ,55199,South Dakota
2003  ,67639,South Dakota
2004  ,83757,South Dakota
2005  ,93723,South Dakota
2006  ,114665,South Dakota
2007  ,115498,South Dakota
2008  ,144310,South Dakota
2009  ,179345,South Dakota
2010  ,214651,South Dakota
2011  ,237405,South Dakota
2012  ,217909,South Dakota
2013  ,209519,South Dakota
2014  ,222713,South Dakota
2015  ,217615,South Dakota
2016  ,226440,South Dakota
2017  ,225550,South Dakota
1960  ,138708,Tennessee
1961  ,136653,Tennessee
1962  ,145125,Tennessee
1963  ,127030,Tennessee
1964  ,141564,Tennessee
1965  ,138006,Tennessee
1966  ,128629,Tennessee
1967  ,147297,Tennessee
1968  ,132020,Tennessee
1969  ,131914,Tennessee
1970  ,138417,Tennessee
1971  ,153090,Tennessee
1972  ,173103,Tennessee
1973  ,177886,Tennessee
