,Year,Total energy production
1983  ,3048113,OK
1984  ,3380620,OK
1985  ,3292100,OK
1986  ,3178237,OK
1987  ,3205980,OK
1988  ,3260284,OK
1989  ,3233104,OK
1990  ,3224919,OK
1991  ,3083787,OK
1992  ,2923945,OK
1993  ,2937860,OK
1994  ,2779249,OK
1995  ,2609943,OK
1996  ,2523044,OK
1997  ,2451349,OK
1998  ,2383497,OK
1999  ,2275708,OK
2000  ,2273699,OK
2001  ,2290335,OK
2002  ,2216537,OK
2003  ,2179599,OK
2004  ,2313524,OK
2005  ,2280774,OK
2006  ,2346405,OK
2007  ,2452231,OK
2008  ,2593696,OK
2009  ,2599683,OK
2010  ,2574628,OK
2011  ,2720145,OK
2012  ,2984393,OK
2013  ,3136492,OK
2014  ,3661502,OK
2015  ,4034873,OK
2016  ,4008936,OK
2017  ,4159892,OK
1960  ,190489,OR
1961  ,188915,OR
1962  ,197646,OR
1963  ,199225,OR
1964  ,215793,OR
1965  ,230410,OR
1966  ,232649,OR
1967  ,243110,OR
1968  ,271743,OR
1969  ,350230,OR
1970  ,371350,OR
1971  ,419311,OR
1972  ,435930,OR
1973  ,351043,OR
1974  ,432867,OR
1975  ,417411,OR
1976  ,457596,OR
1977  ,397686,OR
1978  ,425750,OR
1979  ,436189,OR
1980  ,459978,OR
1981  ,499664,OR
1982  ,614175,OR
1983  ,614386,OR
1984  ,644766,OR
1985  ,607232,OR
1986  ,612360,OR
1987  ,526399,OR
1988  ,541864,OR
1989  ,540346,OR
1990  ,554563,OR
1991  ,502821,OR
1992  ,424764,OR
1993  ,418080,OR
1994  ,371346,OR
1995  ,469164,OR
1996  ,518947,OR
1997  ,531821,OR
1998  ,455462,OR
1999  ,511188,OR
2000  ,437913,OR
2001  ,351088,OR
2002  ,401491,OR
2003  ,385219,OR
2004  ,385096,OR
2005  ,364534,OR
2006  ,433652,OR
2007  ,397327,OR
2008  ,415259,OR
2009  ,416488,OR
2010  ,400978,OR
2011  ,519562,OR
2012  ,500127,OR
2013  ,463760,OR
2014  ,485344,OR
2015  ,438895,OR
2016  ,468313,OR
2017  ,495269,OR
1960  ,2391317,PA
1961  ,2261644,PA
1962  ,2301645,PA
1963  ,2498453,PA
1964  ,2589336,PA
1965  ,2634465,PA
1966  ,2621375,PA
1967  ,2555538,PA
1968  ,2441034,PA
1969  ,2477564,PA
1970  ,2533827,PA
1971  ,2293851,PA
1972  ,2334280,PA
1973  ,2272239,PA
1974  ,2405285,PA
1975  ,2600514,PA
1976  ,2693103,PA
1977  ,2656277,PA
1978  ,2624006,PA
1979  ,2817137,PA
1980  ,2754247,PA
1981  ,2590731,PA
1982  ,2510743,PA
1983  ,2259527,PA
1984  ,2565987,PA
1985  ,2443579,PA
1986  ,2568891,PA
1987  ,2469421,PA
1988  ,2524864,PA
1989  ,2550415,PA
1990  ,2734808,PA
1991  ,2567627,PA
1992  ,2707106,PA
1993  ,2430753,PA
1994  ,2576280,PA
1995  ,2540891,PA
1996  ,2769453,PA
1997  ,2899106,PA
1998  ,3033176,PA
1999  ,3038106,PA
2000  ,2994280,PA
2001  ,2943736,PA
2002  ,2803407,PA
2003  ,2665757,PA
2004  ,2738364,PA
2005  ,2698979,PA
2006  ,2675222,PA
2007  ,2680536,PA
2008  ,2754028,PA
2009  ,2678390,PA
2010  ,3077333,PA
2011  ,3882789,PA
2012  ,4739637,PA
2013  ,5882498,PA
2014  ,7146665,PA
2015  ,7479851,PA
2016  ,7790951,PA
2017  ,8167987,PA
1960  ,2951,RI
1961  ,3011,RI
1962  ,3139,RI
1963  ,3221,RI
1964  ,3533,RI
1965  ,3561,RI
1966  ,3771,RI
1967  ,4150,RI
1968  ,4266,RI
1969  ,4428,RI
1970  ,5268,RI
1971  ,4851,RI
1972  ,4934,RI
1973  ,5108,RI
1974  ,5023,RI
1975  ,4050,RI
1976  ,4704,RI
1977  ,5295,RI
1978  ,6577,RI
1979  ,7124,RI
1980  ,7287,RI
1981  ,6645,RI
1982  ,6053,RI
1983  ,7401,RI
1984  ,4946,RI
1985  ,5081,RI
1986  ,4653,RI
1987  ,3302,RI
1988  ,3528,RI
1989  ,3806,RI
1990  ,4499,RI
1991  ,4585,RI
1992  ,4840,RI
1993  ,5181,RI
1994  ,5066,RI
1995  ,5079,RI
1996  ,5562,RI
1997  ,4347,RI
1998  ,4197,RI
1999  ,4403,RI
2000  ,4520,RI
2001  ,3899,RI
2002  ,3700,RI
2003  ,3787,RI
2004  ,3846,RI
2005  ,879,RI
2006  ,2631,RI
2007  ,2781,RI
2008  ,2947,RI
2009  ,3544,RI
2010  ,3704,RI
2011  ,3653,RI
2012  ,2934,RI
2013  ,2658,RI
2014  ,4381,RI
2015  ,4793,RI
2016  ,4579,RI
2017  ,5816,RI
1960  ,81969,SC
1961  ,76284,SC
1962  ,73455,SC
1963  ,69832,SC
1964  ,88026,SC
1965  ,78226,SC
1966  ,68551,SC
1967  ,66271,SC
1968  ,69381,SC
1969  ,73251,SC
1970  ,65140,SC
1971  ,104730,SC
1972  ,129188,SC
1973  ,151111,SC
1974  ,203301,SC
1975  ,302097,SC
1976  ,280539,SC
1977  ,266529,SC
1978  ,296747,SC
1979  ,289748,SC
1980  ,261030,SC
1981  ,243288,SC
1982  ,214820,SC
1983  ,354360,SC
1984  ,332214,SC
1985  ,404650,SC
1986  ,466664,SC
1987  ,505923,SC
1988  ,514420,SC
1989  ,528627,SC
1990  ,559868,SC
1991  ,559611,SC
1992  ,587462,SC
1993  ,595393,SC
1994  ,579392,SC
1995  ,641366,SC
1996  ,589421,SC
1997  ,603327,SC
1998  ,641492,SC
1999  ,627968,SC
2000  ,623170,SC
2001  ,591367,SC
2002  ,637467,SC
2003  ,629249,SC
2004  ,631351,SC
2005  ,658748,SC
2006  ,628681,SC
2007  ,653011,SC
2008  ,633034,SC
2009  ,648429,SC
2010  ,658668,SC
2011  ,669927,SC
2012  ,653981,SC
2013  ,700845,SC
2014  ,684946,SC
2015  ,684199,SC
2016  ,714938,SC
2017  ,698601,SC
1960  ,15866,SD
1961  ,15196,SD
1962  ,18232,SD
1963  ,33031,SD
1964  ,35078,SD
1965  ,42866,SD
1966  ,53056,SD
1967  ,54570,SD
1968  ,60912,SD
1969  ,68335,SD
1970  ,71113,SD
1971  ,83910,SD
1972  ,79609,SD
1973  ,53129,SD
1974  ,63259,SD
1975  ,86697,SD
1976  ,77423,SD
1977  ,60799,SD
1978  ,77846,SD
1979  ,73636,SD
1980  ,69403,SD
1981  ,65375,SD
1982  ,69312,SD
1983  ,70236,SD
1984  ,73511,SD
1985  ,71685,SD
1986  ,75446,SD
1987  ,72713,SD
1988  ,73093,SD
1989  ,66136,SD
1990  ,54866,SD
1991  ,54098,SD
1992  ,51570,SD
1993  ,40263,SD
1994  ,66965,SD
1995  ,75271,SD
1996  ,95485,SD
1997  ,105290,SD
1998  ,71472,SD
1999  ,80564,SD
2000  ,71314,SD
2001  ,49691,SD
2002  ,63264,SD
2003  ,75918,SD
2004  ,92723,SD
2005  ,102808,SD
2006  ,123693,SD
2007  ,126148,SD
2008  ,155819,SD
2009  ,191129,SD
2010  ,225843,SD
2011  ,248740,SD
2012  ,243495,SD
2013  ,237003,SD
2014  ,249109,SD
2015  ,227753,SD
2016  ,235002,SD
2017  ,233549,SD
1960  ,287803,TN
1961  ,283981,TN
1962  ,301330,TN
1963  ,280926,TN
1964  ,292122,TN
1965  ,285439,TN
1966  ,287103,TN
1967  ,318963,TN
1968  ,336718,TN
1969  ,335115,TN
1970  ,347124,TN
1971  ,388305,TN
1972  ,457040,TN
1973  ,376109,TN
1974  ,359687,TN
1975  ,371050,TN
1976  ,385042,TN
1977  ,402678,TN
1978  ,403661,TN
1979  ,421332,TN
1980  ,410631,TN
1981  ,453710,TN
1982  ,489846,TN
1983  ,519810,TN
1984  ,533095,TN
1985  ,464327,TN
1986  ,334524,TN
1987  ,341748,TN
1988  ,359942,TN
1989  ,538388,TN
1990  ,475365,TN
1991  ,467007,TN
1992  ,426799,TN
1993  ,269548,TN
1994  ,391608,TN
1995  ,416393,TN
1996  ,512947,TN
1997  ,509140,TN
1998  ,529550,TN
1999  ,498129,TN
2000  ,464215,TN
2001  ,529706,TN
2002  ,526517,TN
2003  ,511002,TN
2004  ,561169,TN
2005  ,543466,TN
2006  ,476872,TN
2007  ,489762,TN
2008  ,482366,TN
2009  ,518587,TN
2010  ,510872,TN
2011  ,512267,TN
2012  ,473290,TN
2013  ,551101,TN
2014  ,505253,TN
2015  ,480084,TN
2016  ,491232,TN
2017  ,525284,TN
1960  ,12058639,TX
1961  ,12208006,TX
1962  ,12357635,TX
1963  ,12693749,TX
1964  ,13123816,TX
1965  ,13319750,TX
1966  ,13954680,TX
1967  ,14492080,TX
1968  ,14918671,TX
1969  ,15411603,TX
1970  ,16540958,TX
1971  ,16610783,TX
1972  ,17208895,TX
1973  ,17050819,TX
1974  ,16502656,TX
1975  ,15583828,TX
1976  ,15124174,TX
1977  ,14716565,TX
1978  ,13652863,TX
1979  ,13741121,TX
1980  ,13294899,TX
1981  ,12864237,TX
1982  ,12176971,TX
1983  ,11524121,TX
1984  ,11822952,TX
1985  ,11748188,TX
1986  ,11381901,TX
1987  ,10842369,TX
1988  ,10860430,TX
1989  ,10536806,TX
1990  ,10578173,TX
1991  ,10605768,TX
1992  ,10460686,TX
1993  ,10248337,TX
1994  ,10325858,TX
1995  ,10230734,TX
1996  ,10245577,TX
1997  ,10197964,TX
1998  ,10122789,TX
1999  ,9523222,TX
2000  ,9681342,TX
2001  ,9506522,TX
2002  ,9272256,TX
2003  ,9284751,TX
2004  ,9157192,TX
2005  ,9383076,TX
2006  ,9701985,TX
2007  ,10296092,TX
2008  ,11305593,TX
2009  ,11072953,TX
2010  ,11387664,TX
2011  ,12546132,TX
2012  ,14159990,TX
2013  ,15645926,TX
2014  ,17599803,TX
2015  ,18029185,TX
2016  ,16962933,TX
2017  ,17573176,TX
1960  ,389460,UT
1961  ,373476,UT
1962  ,360025,UT
1963  ,377951,UT
1964  ,365612,UT
1965  ,345660,UT
1966  ,326932,UT
1967  ,298528,UT
1968  ,295337,UT
1969  ,303769,UT
1970  ,298117,UT
1971  ,304203,UT
1972  ,324339,UT
1973  ,385688,UT
1974  ,438672,UT
1975  ,484778,UT
1976  ,454933,UT
1977  ,468250,UT
1978  ,466837,UT
1979  ,519515,UT
1980  ,571901,UT
1981  ,590916,UT
1982  ,640547,UT
1983  ,540203,UT
1984  ,596237,UT
1985  ,653198,UT
1986  ,686226,UT
1987  ,721568,UT
1988  ,769564,UT
1989  ,797646,UT
1990  ,871023,UT
1991  ,842309,UT
1992  ,841376,UT
1993  ,913668,UT
1994  ,1011997,UT
1995  ,996764,UT
1996  ,1048232,UT
1997  ,1043496,UT
1998  ,1040063,UT
1999  ,1029156,UT
2000  ,1038644,UT
2001  ,1055885,UT
2002  ,972651,UT
2003  ,911961,UT
2004  ,884095,UT
2005  ,986011,UT
2006  ,1082599,UT
2007  ,1080742,UT
2008  ,1169635,UT
2009  ,1126819,UT
2010  ,1072383,UT
2011  ,1127448,UT
2012  ,1117033,UT
2013  ,1122069,UT
2014  ,1171087,UT
2015  ,1022742,UT
2016  ,923634,UT
2017  ,913101,UT
1960  ,17339,VT
1961  ,15369,VT
1962  ,15682,VT
1963  ,13995,VT
1964  ,13500,VT
1965  ,14396,VT
1966  ,15557,VT
1967  ,15167,VT
1968  ,15086,VT
1969  ,16109,VT
1970  ,14717,VT
1971  ,14594,VT
1972  ,17783,VT
1973  ,34570,VT
1974  ,43842,VT
1975  ,55580,VT
1976  ,55339,VT
1977  ,57470,VT
1978  ,55961,VT
1979  ,59861,VT
1980  ,55378,VT
1981  ,64187,VT
1982  ,68888,VT
1983  ,57852,VT
1984  ,62206,VT
1985  ,58749,VT
1986  ,45647,VT
1987  ,60059,VT
1988  ,65319,VT
1989  ,58189,VT
1990  ,57751,VT
1991  ,60381,VT
1992  ,55119,VT
1993  ,53659,VT
1994  ,64174,VT
1995  ,59708,VT
1996  ,61766,VT
1997  ,64725,VT
1998  ,55515,VT
1999  ,63218,VT
2000  ,68821,VT
2001  ,60900,VT
2002  ,64091,VT
2003  ,70371,VT
2004  ,62271,VT
2005  ,66815,VT
2006  ,80881,VT
2007  ,67990,VT
2008  ,78193,VT
2009  ,87639,VT
2010  ,82406,VT
2011  ,81906,VT
2012  ,78592,VT
2013  ,83953,VT
2014  ,85760,VT
2015  ,38784,VT
2016  ,35725,VT
2017  ,38044,VT
1960  ,824357,VA
1961  ,887666,VA
1962  ,864865,VA
1963  ,890108,VA
1964  ,920711,VA
1965  ,987837,VA
1966  ,1030130,VA
1967  ,1058430,VA
1968  ,1066326,VA
1969  ,1031540,VA
1970  ,1025855,VA
1971  ,907281,VA
1972  ,1008832,VA
1973  ,1016281,VA
1974  ,1001866,VA
1975  ,1059319,VA
1976  ,1189016,VA
1977  ,1132028,VA
1978  ,1052520,VA
1979  ,1141733,VA
1980  ,1281987,VA
1981  ,1389484,VA
1982  ,1342331,VA
1983  ,1237990,VA
1984  ,1376564,VA
1985  ,1453516,VA
1986  ,1430255,VA
1987  ,1489365,VA
1988  ,1564786,VA
1989  ,1421430,VA
1990  ,1648621,VA
1991  ,1503983,VA
1992  ,1540031,VA
1993  ,1443699,VA
1994  ,1428205,VA
1995  ,1355517,VA
1996  ,1415647,VA
1997  ,1425090,VA
1998  ,1374506,VA
1999  ,1345658,VA
2000  ,1353571,VA
2001  ,1299958,VA
2002  ,1235676,VA
2003  ,1339693,VA
2004  ,1312038,VA
2005  ,1227039,VA
2006  ,1281790,VA
2007  ,1175202,VA
2008  ,1166053,VA
2009  ,1091443,VA
2010  ,1104038,VA
2011  ,1090054,VA
2012  ,1047939,VA
2013  ,1025618,VA
2014  ,985619,VA
2015  ,931847,VA
2016  ,912956,VA
2017  ,923201,VA
1960  ,431849,WA
1961  ,458873,WA
1962  ,480508,WA
1963  ,517358,WA
1964  ,558451,WA
1965  ,582426,WA
1966  ,629703,WA
1967  ,702293,WA
1968  ,783235,WA
1969  ,814247,WA
1970  ,825416,WA
1971  ,863413,WA
1972  ,928962,WA
1973  ,884538,WA
1974  ,1033339,WA
1975  ,1032431,WA
1976  ,1144321,WA
1977  ,901856,WA
1978  ,1123772,WA
1979  ,1022098,WA
1980  ,1057170,WA
1981  ,1172097,WA
1982  ,1115936,WA
1983  ,1106258,WA
1984  ,1102341,WA
1985  ,1074995,WA
1986  ,1107104,WA
1987  ,980603,WA
1988  ,983317,WA
1989  ,1002024,WA
1990  ,1146162,WA
1991  ,1134146,WA
1992  ,945935,WA
1993  ,941503,WA
1994  ,921648,WA
1995  ,1093387,WA
1996  ,1239919,WA
1997  ,1295763,WA
1998  ,1047355,WA
1999  ,1209409,WA
2000  ,1065124,WA
2001  ,817353,WA
2002  ,1073718,WA
2003  ,1006268,WA
2004  ,1001254,WA
2005  ,976432,WA
2006  ,1065862,WA
2007  ,968204,WA
2008  ,976130,WA
2009  ,901434,WA
2010  ,917839,WA
2011  ,1109138,WA
2012  ,1114676,WA
2013  ,1010368,WA
2014  ,1034308,WA
2015  ,950423,WA
2016  ,1023267,WA
2017  ,1027460,WA
1960  ,3237173,WV
1961  ,3091618,WV
1962  ,3227964,WV
1963  ,3576962,WV
1964  ,3797359,WV
1965  ,3998878,WV
1966  ,4014816,WV
1967  ,4117089,WV
1968  ,3945737,WV
1969  ,3829279,WV
1970  ,3957243,WV
1971  ,3289049,WV
1972  ,3404368,WV
1973  ,3239496,WV
1974  ,2867988,WV
1975  ,2980325,WV
1976  ,2980217,WV
1977  ,2633238,WV
1978  ,2354997,WV
1979  ,3106159,WV
1980  ,3325735,WV
1981  ,3159567,WV
1982  ,3558750,WV
1983  ,3195062,WV
1984  ,3625025,WV
1985  ,3555894,WV
1986  ,3600706,WV
1987  ,3792112,WV
1988  ,4051030,WV
1989  ,4242353,WV
1990  ,4686846,WV
1991  ,4648097,WV
1992  ,4489890,WV
1993  ,3612655,WV
1994  ,4445565,WV
1995  ,4456954,WV
1996  ,4614515,WV
1997  ,4684923,WV
1998  ,4639865,WV
1999  ,4241685,WV
2000  ,4338635,WV
2001  ,4329720,WV
2002  ,4047229,WV
2003  ,3765398,WV
2004  ,3976804,WV
2005  ,4136737,WV
2006  ,4106187,WV
2007  ,4155536,WV
2008  ,4189090,WV
2009  ,3734155,WV
2010  ,3703823,WV
2011  ,3823330,WV
2012  ,3721479,WV
2013  ,3803176,WV
2014  ,4214048,WV
2015  ,4113828,WV
2016  ,3791884,WV
2017  ,4418080,WV
1960  ,64968,WI
1961  ,60619,WI
1962  ,61695,WI
1963  ,55114,WI
1964  ,54980,WI
1965  ,61690,WI
1966  ,60892,WI
1967  ,61003,WI
1968  ,65830,WI
1969  ,62804,WI
1970  ,60038,WI
1971  ,99388,WI
1972  ,101193,WI
1973  ,132712,WI
1974  ,157765,WI
1975  ,179422,WI
1976  ,188020,WI
1977  ,192382,WI
1978  ,218985,WI
1979  ,206051,WI
1980  ,295424,WI
1981  ,303842,WI
1982  ,309127,WI
1983  ,319059,WI
1984  ,331981,WI
1985  ,334387,WI
1986  ,280195,WI
1987  ,270951,WI
1988  ,278706,WI
1989  ,238459,WI
1990  ,221357,WI
1991  ,223493,WI
1992  ,226270,WI
1993  ,225024,WI
1994  ,227126,WI
1995  ,226815,WI
1996  ,230164,WI
1997  ,164284,WI
1998  ,206741,WI
1999  ,234332,WI
2000  ,233384,WI
2001  ,242017,WI
2002  ,231538,WI
2003  ,242769,WI
2004  ,232712,WI
2005  ,248416,WI
2006  ,272282,WI
2007  ,283922,WI
2008  ,303549,WI
2009  ,303441,WI
2010  ,346637,WI
2011  ,326593,WI
2012  ,344945,WI
2013  ,325262,WI
2014  ,312211,WI
2015  ,320375,WI
2016  ,322270,WI
2017  ,316219,WI
1960  ,1018229,WY
1961  ,1087917,WY
1962  ,1068029,WY
1963  ,1130652,WY
1964  ,1123419,WY
1965  ,1127065,WY
1966  ,1120427,WY
1967  ,1124612,WY
1968  ,1185934,WY
1969  ,1322895,WY
1970  ,1437083,WY
1971  ,1427777,WY
1972  ,1430515,WY
1973  ,1507285,WY
1974  ,1566653,WY
1975  ,1556530,WY
1976  ,1693022,WY
1977  ,1969343,WY
1978  ,2202890,WY
1979  ,2468902,WY
1980  ,2898594,WY
1981  ,3039593,WY
1982  ,3040723,WY
1983  ,3162298,WY
1984  ,3598162,WY
1985  ,3688366,WY
1986  ,3552797,WY
1987  ,3787108,WY
1988  ,4109892,WY
1989  ,4360348,WY
1990  ,4663386,WY
1991  ,4823659,WY
1992  ,4815970,WY
1993  ,4871978,WY
1994  ,5356492,WY
1995  ,5795313,WY
1996  ,6037209,WY
1997  ,6171318,WY
1998  ,6874447,WY
1999  ,7303724,WY
2000  ,7491338,WY
2001  ,8294511,WY
2002  ,8443561,WY
2003  ,8585257,WY
2004  ,8996981,WY
2005  ,9151117,WY
2006  ,10057248,WY
2007  ,10411137,WY
2008  ,10879840,WY
2009  ,10328914,WY
2010  ,10528482,WY
2011  ,10344010,WY
2012  ,9603931,WY
2013  ,9232414,WY
2014  ,9358077,WY
2015  ,9080265,WY
2016  ,7517819,WY
2017  ,7788434,WY
